"","L","R"
"2081","Cyclic GMP","TRPC3"
"2082","Cyclic GMP","PDE6B"
"2083","Cyclic GMP","PDE10A"
"2084","Cyclic GMP","GUCY1A1"
"2085","Cyclic GMP","GUCY1B1"
"2086","Quinolinic acid","AGER"
"2087","Quinolinic acid","NTRK1"
"2088","L-Lactic acid,D-Lactic acid","HCAR1"
"2089","L-Lactic acid,D-Lactic acid","SELL"
"2090","L-Lactic acid,D-Lactic acid","TLR2"
"2091","L-Lactic acid,D-Lactic acid","THBS1"
"2092","L-Lactic acid,D-Lactic acid","ADRA2A"
"2093","L-Lactic acid,D-Lactic acid","ASIC3"
"2094","L-Lactic acid,D-Lactic acid","TLR10"
"2095","L-Lactic acid,D-Lactic acid","TLR1"
"2096","L-Lactic acid,D-Lactic acid","TLR4"
"2097","L-Lactic acid,D-Lactic acid","TLR6"
"2098","L-Lactic acid,D-Lactic acid","ADRA2C"
"2099","Glutathione","HRG"
"2100","Glutathione","LANCL1"
"2101","Glutathione","KLRK1"
"2102","Glutathione","TREM1"
"2103","Glutathione","ABCB7"
"2104","Glutathione","ABCB6"
"2105","Glutathione","ITGB7"
"2106","Glutathione","ST14"
"2107","Glutathione","PPARG"
"2108","Glutathione","CD79B"
"2109","Glutathione","ABCC1"
"2110","Glutathione","ABCC4"
"2111","Glutathione","AR"
"2112","Oxalic acid","AMFR"
"2113","Hyaluronic acid","C1QBP"
"2114","Hyaluronic acid","STAB2"
"2115","Hyaluronic acid","LAYN"
"2116","Hyaluronic acid","ABCB1"
"2117","Hyaluronic acid","ABCC5"
"2118","Hyaluronic acid","CD44"
"2119","Hyaluronic acid","PLAUR"
"2120","Hyaluronic acid","TLR4"
"2121","Histamine","HRH4"
"2122","Histamine","HRH3"
"2123","Histamine","HRH1"
"2124","Histamine","HTR7"
"2125","Histamine","TAAR1"
"2126","Histamine","HRH2"
"2127","Histamine","DRD4"
"2128","Histamine","BDKRB1"
"2129","Histamine","PROKR2"
"2130","Histamine","MLNR"
"2131","Histamine","GNRHR"
"2132","Histamine","KISS1R"
"2133","Histamine","OPRD1"
"2134","Histamine","GHSR"
"2135","Histamine","MC3R"
"2136","Histamine","PTGER2"
"2137","Histamine","MCHR1"
"2138","Histamine","GALR3"
"2139","Histamine","SSTR4"
"2140","Histamine","NMUR2"
"2141","Histamine","APLNR"
"2142","Histamine","NMBR"
"2143","Histamine","HTR2B"
"2144","Histamine","ICAM1"
"2145","Histamine","OPRK1"
"2146","Histamine","SSTR1"
"2147","Histamine","GPR65"
"2148","Histamine","ACKR3"
"2149","Histamine","AGTR1"
"2150","Histamine","HTR2C"
"2151","Histamine","NPFFR1"
"2152","Histamine","ADRA2A"
"2153","Histamine","MCHR2"
"2154","Histamine","HTR5A"
"2155","Histamine","HTR6"
"2156","Histamine","PTGIR"
"2157","Histamine","CCR2"
"2158","Histamine","CCR5"
"2159","Histamine","PTGER1"
"2160","Histamine","SSTR5"
"2161","Histamine","VCAM1"
"2162","Histamine","CCKAR"
"2163","Histamine","CCR1"
"2164","Histamine","TLR3"
"2165","Histamine","AVPR1A"
"2166","Histamine","GALR1"
"2167","Histamine","MC4R"
"2168","Histamine","PTGER4"
"2169","Histamine","PTGDR"
"2170","Histamine","NTSR2"
"2171","Histamine","PROKR1"
"2172","Histamine","CXCR6"
"2173","Histamine","ADORA2B"
"2174","Histamine","ADRB2"
"2175","Histamine","NMUR1"
"2176","Histamine","DRD5"
"2177","Histamine","ADRA1B"
"2178","Histamine","LTB4R"
"2179","Histamine","HTR1E"
"2180","Histamine","NPFFR2"
"2181","Histamine","ADORA1"
"2182","Histamine","TLR10"
"2183","Histamine","OLR1"
"2184","Histamine","TRHR"
"2185","Histamine","EDNRA"
"2186","Histamine","HTR1A"
"2187","Histamine","MC5R"
"2188","Histamine","HTR1F"
"2189","Histamine","UTS2R"
"2190","Histamine","TRPM8"
"2191","Histamine","OXTR"
"2192","Histamine","RXFP3"
"2193","Histamine","GALR2"
"2194","Histamine","NPBWR1"
"2195","Histamine","CD86"
"2196","Histamine","CCR9"
"2197","Histamine","NPY2R"
"2198","Histamine","CCR4"
"2199","Histamine","MC2R"
"2200","Histamine","F3"
"2201","Histamine","CCKBR"
"2202","Histamine","ADORA2A"
"2203","Histamine","OPRL1"
"2204","Histamine","AVPR2"
"2205","Histamine","NPY5R"
"2206","Histamine","ADRB3"
"2207","Histamine","FBLN5"
"2208","Histamine","PTGER3"
"2209","Histamine","SSTR2"
"2210","Histamine","LPAR1"
"2211","Histamine","NPSR1"
"2212","Histamine","HTR4"
"2213","Histamine","NPY1R"
"2214","Histamine","DRD2"
"2215","Histamine","TLR1"
"2216","Histamine","RXFP4"
"2217","Histamine","ADRB1"
"2218","Histamine","CNR1"
"2219","Histamine","NPBWR2"
"2220","Histamine","HTR1B"
"2221","Histamine","NTSR1"
"2222","Histamine","LPAR3"
"2223","Histamine","PTGFR"
"2224","Histamine","HCRTR2"
"2225","Histamine","AGTR2"
"2226","Histamine","HCRTR1"
"2227","Histamine","TLR4"
"2228","Histamine","NPY4R"
"2229","Histamine","CNR2"
"2230","Histamine","EDNRB"
"2231","Histamine","HTR2A"
"2232","Histamine","ADRA1A"
"2233","Histamine","ADRA1D"
"2234","Histamine","GRPR"
"2235","Histamine","DRD3"
"2236","Histamine","QRFPR"
"2237","Histamine","ITGA4"
"2238","Histamine","TRPV1"
"2239","Histamine","LPAR2"
"2240","Histamine","ADRA2C"
"2241","Histamine","CXCR4"
"2242","Histamine","FGFR1"
"2243","Histamine","TBXA2R"
"2244","Histamine","OPRM1"
"2245","Histamine","LTB4R2"
"2246","Histamine","CCR3"
"2247","Histamine","MC1R"
"2248","Histamine","CD40"
"2249","Histamine","PTPRC"
"2250","N-Acetyl-D-glucosamine","M6PR"
"2251","N-Acetyl-D-glucosamine","CD74"
"2252","N-Acetyl-D-glucosamine","CD4"
"2253","N-Acetyl-D-glucosamine","RTN4R"
"2254","N-Acetyl-D-glucosamine","ICAM3"
"2255","N-Acetyl-D-glucosamine","IL4R"
"2256","N-Acetyl-D-glucosamine","NGFR"
"2257","N-Acetyl-D-glucosamine","FAP"
"2258","N-Acetyl-D-glucosamine","PILRA"
"2259","N-Acetyl-D-glucosamine","TGFBR3"
"2260","N-Acetyl-D-glucosamine","MADCAM1"
"2261","N-Acetyl-D-glucosamine","IL2RB"
"2262","N-Acetyl-D-glucosamine","PROCR"
"2263","N-Acetyl-D-glucosamine","LBP"
"2264","N-Acetyl-D-glucosamine","TLR8"
"2265","N-Acetyl-D-glucosamine","FCGRT"
"2266","N-Acetyl-D-glucosamine","ICAM5"
"2267","N-Acetyl-D-glucosamine","EFNB3"
"2268","N-Acetyl-D-glucosamine","VTN"
"2269","N-Acetyl-D-glucosamine","CD38"
"2270","N-Acetyl-D-glucosamine","IL10RA"
"2271","N-Acetyl-D-glucosamine","CLEC4A"
"2272","N-Acetyl-D-glucosamine","HLA-DOA"
"2273","N-Acetyl-D-glucosamine","HRG"
"2274","N-Acetyl-D-glucosamine","IL1RL1"
"2275","N-Acetyl-D-glucosamine","SELL"
"2276","N-Acetyl-D-glucosamine","ACVR2A"
"2277","N-Acetyl-D-glucosamine","FLT3"
"2278","N-Acetyl-D-glucosamine","IL13RA2"
"2279","N-Acetyl-D-glucosamine","EFNB2"
"2280","N-Acetyl-D-glucosamine","LRRC4"
"2281","N-Acetyl-D-glucosamine","NECTIN2"
"2282","N-Acetyl-D-glucosamine","ACE2"
"2283","N-Acetyl-D-glucosamine","CD180"
"2284","N-Acetyl-D-glucosamine","SORT1"
"2285","N-Acetyl-D-glucosamine","PLXNC1"
"2286","N-Acetyl-D-glucosamine","IL1RN"
"2287","N-Acetyl-D-glucosamine","GABBR2"
"2288","N-Acetyl-D-glucosamine","ENPP2"
"2289","N-Acetyl-D-glucosamine","CHRNA1"
"2290","N-Acetyl-D-glucosamine","ITGAV"
"2291","N-Acetyl-D-glucosamine","LRP6"
"2292","N-Acetyl-D-glucosamine","PDGFRB"
"2293","N-Acetyl-D-glucosamine","NEO1"
"2294","N-Acetyl-D-glucosamine","FLT4"
"2295","N-Acetyl-D-glucosamine","ITGA2B"
"2296","N-Acetyl-D-glucosamine","GRIK2"
"2297","N-Acetyl-D-glucosamine","GRIK5"
"2298","N-Acetyl-D-glucosamine","LIFR"
"2299","N-Acetyl-D-glucosamine","SELP"
"2300","N-Acetyl-D-glucosamine","KDR"
"2301","N-Acetyl-D-glucosamine","NECTIN1"
"2302","N-Acetyl-D-glucosamine","GPC1"
"2303","N-Acetyl-D-glucosamine","FCER2"
"2304","N-Acetyl-D-glucosamine","CD80"
"2305","N-Acetyl-D-glucosamine","GRIA2"
"2306","N-Acetyl-D-glucosamine","ICAM1"
"2307","N-Acetyl-D-glucosamine","SCARB2"
"2308","N-Acetyl-D-glucosamine","NPR3"
"2309","N-Acetyl-D-glucosamine","ENPEP"
"2310","N-Acetyl-D-glucosamine","NRP1"
"2311","N-Acetyl-D-glucosamine","NRXN2"
"2312","N-Acetyl-D-glucosamine","LAMP3"
"2313","N-Acetyl-D-glucosamine","ADAM22"
"2314","N-Acetyl-D-glucosamine","LGR5"
"2315","N-Acetyl-D-glucosamine","ITGB7"
"2316","N-Acetyl-D-glucosamine","ERBB3"
"2317","N-Acetyl-D-glucosamine","IGF1R"
"2318","N-Acetyl-D-glucosamine","ITGAX"
"2319","N-Acetyl-D-glucosamine","CDH2"
"2320","N-Acetyl-D-glucosamine","ERBB2"
"2321","N-Acetyl-D-glucosamine","IFNAR1"
"2322","N-Acetyl-D-glucosamine","IL22RA1"
"2323","N-Acetyl-D-glucosamine","FCGR2A"
"2324","N-Acetyl-D-glucosamine","GFRA3"
"2325","N-Acetyl-D-glucosamine","EGFR"
"2326","N-Acetyl-D-glucosamine","NLGN4X"
"2327","N-Acetyl-D-glucosamine","TNFRSF10B"
"2328","N-Acetyl-D-glucosamine","NOTCH1"
"2329","N-Acetyl-D-glucosamine","LRRC4C"
"2330","N-Acetyl-D-glucosamine","SIRPB1"
"2331","N-Acetyl-D-glucosamine","EPHA4"
"2332","N-Acetyl-D-glucosamine","GRIA4"
"2333","N-Acetyl-D-glucosamine","GRM1"
"2334","N-Acetyl-D-glucosamine","CD8A"
"2335","N-Acetyl-D-glucosamine","CXADR"
"2336","N-Acetyl-D-glucosamine","CSF1R"
"2337","N-Acetyl-D-glucosamine","KIT"
"2338","N-Acetyl-D-glucosamine","BTN3A1"
"2339","N-Acetyl-D-glucosamine","CD1A"
"2340","N-Acetyl-D-glucosamine","CD1B"
"2341","N-Acetyl-D-glucosamine","CD1C"
"2342","N-Acetyl-D-glucosamine","CD1D"
"2343","N-Acetyl-D-glucosamine","CD1E"
"2344","N-Acetyl-D-glucosamine","NPTN"
"2345","N-Acetyl-D-glucosamine","ITGA5"
"2346","N-Acetyl-D-glucosamine","FCGR3A"
"2347","N-Acetyl-D-glucosamine","FCGR3B"
"2348","N-Acetyl-D-glucosamine","PLXNB1"
"2349","N-Acetyl-D-glucosamine","MST1R"
"2350","N-Acetyl-D-glucosamine","HHIP"
"2351","N-Acetyl-D-glucosamine","ITGA2"
"2352","N-Acetyl-D-glucosamine","ERAP1"
"2353","N-Acetyl-D-glucosamine","TLR3"
"2354","N-Acetyl-D-glucosamine","TNFRSF11B"
"2355","N-Acetyl-D-glucosamine","TSHR"
"2356","N-Acetyl-D-glucosamine","FOLR1"
"2357","N-Acetyl-D-glucosamine","FOLR2"
"2358","N-Acetyl-D-glucosamine","GABRB3"
"2359","N-Acetyl-D-glucosamine","ANPEP"
"2360","N-Acetyl-D-glucosamine","AXL"
"2361","N-Acetyl-D-glucosamine","ITGB2"
"2362","N-Acetyl-D-glucosamine","ITGB1"
"2363","N-Acetyl-D-glucosamine","LRP8"
"2364","N-Acetyl-D-glucosamine","INSR"
"2365","N-Acetyl-D-glucosamine","CTLA4"
"2366","N-Acetyl-D-glucosamine","CD14"
"2367","N-Acetyl-D-glucosamine","PTCRA"
"2368","N-Acetyl-D-glucosamine","NLGN2"
"2369","N-Acetyl-D-glucosamine","SIRPG"
"2370","N-Acetyl-D-glucosamine","GRM5"
"2371","N-Acetyl-D-glucosamine","IL7R"
"2372","N-Acetyl-D-glucosamine","RGMB"
"2373","N-Acetyl-D-glucosamine","CD200R1"
"2374","N-Acetyl-D-glucosamine","HCRTR2"
"2375","N-Acetyl-D-glucosamine","CD46"
"2376","N-Acetyl-D-glucosamine","IL1RAP"
"2377","N-Acetyl-D-glucosamine","IL20RA"
"2378","N-Acetyl-D-glucosamine","CD209"
"2379","N-Acetyl-D-glucosamine","CLEC4M"
"2380","N-Acetyl-D-glucosamine","MET"
"2381","N-Acetyl-D-glucosamine","CD276"
"2382","N-Acetyl-D-glucosamine","IL17RA"
"2383","N-Acetyl-D-glucosamine","F2R"
"2384","N-Acetyl-D-glucosamine","ADGRL2"
"2385","N-Acetyl-D-glucosamine","SIGLEC7"
"2386","N-Acetyl-D-glucosamine","CD28"
"2387","N-Acetyl-D-glucosamine","CNTN1"
"2388","N-Acetyl-D-glucosamine","F3"
"2389","N-Acetyl-D-glucosamine","IFNLR1"
"2390","N-Acetyl-D-glucosamine","IL3RA"
"2391","N-Acetyl-D-glucosamine","IL20RB"
"2392","N-Acetyl-D-glucosamine","GP1BA"
"2393","N-Acetyl-D-glucosamine","LEPR"
"2394","N-Acetyl-D-glucosamine","RTN4RL1"
"2395","N-Acetyl-D-glucosamine","IL1R2"
"2396","N-Acetyl-D-glucosamine","CD8B"
"2397","N-Acetyl-D-glucosamine","PTPRM"
"2398","N-Acetyl-D-glucosamine","SELE"
"2399","N-Acetyl-D-glucosamine","EPHB3"
"2400","N-Acetyl-D-glucosamine","BTLA"
"2401","N-Acetyl-D-glucosamine","RTN4RL2"
"2402","N-Acetyl-D-glucosamine","EPHA3"
"2403","N-Acetyl-D-glucosamine","IL21R"
"2404","N-Acetyl-D-glucosamine","NRXN3"
"2405","N-Acetyl-D-glucosamine","PLAUR"
"2406","N-Acetyl-D-glucosamine","HLA-DQA1"
"2407","N-Acetyl-D-glucosamine","FGFR3"
"2408","N-Acetyl-D-glucosamine","CD59"
"2409","N-Acetyl-D-glucosamine","ACVR2B"
"2410","N-Acetyl-D-glucosamine","ADGRL1"
"2411","N-Acetyl-D-glucosamine","NPR2"
"2412","N-Acetyl-D-glucosamine","NCR3"
"2413","N-Acetyl-D-glucosamine","ERBB4"
"2414","N-Acetyl-D-glucosamine","IFNAR2"
"2415","N-Acetyl-D-glucosamine","NFASC"
"2416","N-Acetyl-D-glucosamine","LINGO1"
"2417","N-Acetyl-D-glucosamine","FCAR"
"2418","N-Acetyl-D-glucosamine","HTR3A"
"2419","N-Acetyl-D-glucosamine","RET"
"2420","N-Acetyl-D-glucosamine","TNFRSF14"
"2421","N-Acetyl-D-glucosamine","FAS"
"2422","N-Acetyl-D-glucosamine","SIRPA"
"2423","N-Acetyl-D-glucosamine","JAML"
"2424","N-Acetyl-D-glucosamine","PIGR"
"2425","N-Acetyl-D-glucosamine","ITGAL"
"2426","N-Acetyl-D-glucosamine","IGF2R"
"2427","N-Acetyl-D-glucosamine","ENPP3"
"2428","N-Acetyl-D-glucosamine","EPHA2"
"2429","N-Acetyl-D-glucosamine","FCGR2B"
"2430","N-Acetyl-D-glucosamine","PGLYRP4"
"2431","N-Acetyl-D-glucosamine","HLA-DRB1"
"2432","N-Acetyl-D-glucosamine","TFRC"
"2433","N-Acetyl-D-glucosamine","NRP2"
"2434","N-Acetyl-D-glucosamine","DPP4"
"2435","N-Acetyl-D-glucosamine","ENPP1"
"2436","N-Acetyl-D-glucosamine","NLGN1"
"2437","N-Acetyl-D-glucosamine","FZD5"
"2438","N-Acetyl-D-glucosamine","GRM3"
"2439","N-Acetyl-D-glucosamine","CD47"
"2440","N-Acetyl-D-glucosamine","PLXNA2"
"2441","N-Acetyl-D-glucosamine","CR2"
"2442","N-Acetyl-D-glucosamine","NECTIN4"
"2443","N-Acetyl-D-glucosamine","FCER1A"
"2444","N-Acetyl-D-glucosamine","CADM3"
"2445","N-Acetyl-D-glucosamine","IL6R"
"2446","N-Acetyl-D-glucosamine","NPR1"
"2447","N-Acetyl-D-glucosamine","FCGR1A"
"2448","N-Acetyl-D-glucosamine","VTCN1"
"2449","N-Acetyl-D-glucosamine","CD2"
"2450","N-Acetyl-D-glucosamine","TPBG"
"2451","N-Acetyl-D-glucosamine","AMIGO1"
"2452","N-Acetyl-D-glucosamine","TNFRSF6B"
"2453","N-Acetyl-D-glucosamine","NTNG1"
"2454","N-Acetyl-D-glucosamine","NTNG2"
"2455","N-Acetyl-D-glucosamine","ADGRB3"
"2456","N-Acetyl-D-glucosamine","CD40LG"
"2457","N-Acetyl-D-glucosamine","GRIN1"
"2458","N-Acetyl-D-glucosamine","DPP7"
"2459","N-Acetyl-D-glucosamine","IL13RA1"
"2460","N-Acetyl-D-glucosamine","FCN1"
"2461","N-Acetyl-D-glucosamine","CD40"
"2462","N-Acetyl-D-glucosamine","FIBCD1"
"2463","N-Acetyl-D-glucosamine","CSF3R"
"2464","N-Acetyl-D-glucosamine","TLR4"
"2465","N-Acetyl-D-glucosamine","IL2RG"
"2466","N-Acetyl-D-glucosamine","EPHB2"
"2467","N-Acetyl-D-glucosamine","FZD8"
"2468","N-Acetyl-D-glucosamine","DDR1"
"2469","N-Acetyl-D-glucosamine","GABBR1"
"2470","N-Acetyl-D-glucosamine","THBD"
"2471","N-Acetyl-D-glucosamine","DPP6"
"2472","N-Acetyl-D-glucosamine","CUBN"
"2473","N-Acetyl-D-glucosamine","LRP4"
"2474","N-Acetyl-D-glucosamine","LGR4"
"2475","N-Acetyl-D-glucosamine","TNFRSF4"
"2476","N-Acetyl-D-glucosamine","AGRN"
"2477","N-Acetyl-D-glucosamine","IL2RA"
"2478","N-Acetyl-D-glucosamine","IL15RA"
"2479","N-Acetyl-D-glucosamine","TEK"
"2480","N-Acetyl-D-glucosamine","CRLF2"
"2481","N-Acetyl-D-glucosamine","TIGIT"
"2482","N-Acetyl-D-glucosamine","ACVRL1"
"2483","N-Acetyl-D-glucosamine","LRRC4B"
"2484","N-Acetyl-D-glucosamine","KIR3DL1"
"2485","N-Acetyl-D-glucosamine","PTPRZ1"
"2486","N-Acetyl-D-glucosamine","ZP3"
"2487","N-Acetyl-D-glucosamine","ITGA4"
"2488","N-Acetyl-D-glucosamine","CNTN4"
"2489","N-Acetyl-D-glucosamine","EPHB1"
"2490","N-Acetyl-D-glucosamine","HLA-DQB1"
"2491","N-Acetyl-D-glucosamine","COLEC12"
"2492","N-Acetyl-D-glucosamine","GP1BB"
"2493","N-Acetyl-D-glucosamine","NCAM2"
"2494","N-Acetyl-D-glucosamine","GCGR"
"2495","N-Acetyl-D-glucosamine","CSF2RB"
"2496","N-Acetyl-D-glucosamine","CADM2"
"2497","N-Acetyl-D-glucosamine","FSHR"
"2498","N-Acetyl-D-glucosamine","NRXN1"
"2499","N-Acetyl-D-glucosamine","RNF43"
"2500","N-Acetyl-D-glucosamine","CD207"
"2501","N-Acetyl-D-glucosamine","ICAM2"
"2502","N-Acetyl-D-glucosamine","DCC"
"2503","N-Acetyl-D-glucosamine","HLA-DOB"
"2504","N-Acetyl-D-glucosamine","GFRA1"
"2505","N-Acetyl-D-glucosamine","CSF2RA"
"2506","N-Acetyl-D-glucosamine","CLEC2A"
"2507","N-Acetyl-D-glucosamine","CD44"
"2508","N-Acetyl-D-glucosamine","ERAP2"
"2509","N-Acetyl-D-glucosamine","PVR"
"2510","N-Acetyl-D-glucosamine","HFE"
"2511","N-Acetyl-D-glucosamine","NECTIN3"
"2512","N-Acetyl-D-glucosamine","PTPRG"
"2513","N-Acetyl-D-glucosamine","CD200"
"2514","N-Acetyl-D-glucosamine","ADGRL3"
"2515","N-Acetyl-D-glucosamine","GFRA2"
"2516","N-Acetyl-D-glucosamine","IGLL5"
"2517","N-Acetyl-D-glucosamine","NTRK1"
"2518","N-Acetyl-D-glucosamine","KLRF2"
"2519","N-Acetyl-D-glucosamine","LDLR"
"2520","N-Acetyl-D-glucosamine","TNFRSF11A"
"2521","N-Acetyl-D-glucosamine","FLT3LG"
"2522","Mevalonic acid","SCARB1"
"2523","Mevalonic acid","SCARB2"
"2524","Mevalonic acid","CD36"
"2525","Mevalonic acid","F3"
"2526","Mevalonic acid","ABCA1"
"2527","Mevalonic acid","ITGA2"
"2528","Mevalonic acid","ITGB1"
"2529","Mevalonic acid","PPARA"
"2530","Mevalonic acid","RXRA"
"2531","1-Methylhistamine","HRH4"
"2532","1-Methylhistamine","HRH3"
"2533","1-Methylhistamine","HRH2"
"2534","Hypoxanthine","CHRM3"
"2535","Hypoxanthine","CHRM5"
"2536","Hypoxanthine","CHRM4"
"2537","Isomaltose","TAS2R16"
"2538","Cortisone","NR3C1"
"2539","Cortisone","NR3C2"
"2540","Estradiol","ABCG2"
"2541","Estradiol","ESR2"
"2542","Estradiol","ESR1"
"2543","Estradiol","ESRRA"
"2544","Estradiol","STYK1"
"2545","Estradiol","CD79A"
"2546","Estradiol","GNRHR"
"2547","Estradiol","VDR"
"2548","Estradiol","NR3C1"
"2549","Estradiol","RARA"
"2550","Estradiol","ANXA1"
"2551","Estradiol","CDH1"
"2552","Estradiol","CELSR1"
"2553","Estradiol","KDR"
"2554","Estradiol","ICAM1"
"2555","Estradiol","ABCB1"
"2556","Estradiol","CDH11"
"2557","Estradiol","CDH2"
"2558","Estradiol","ERBB2"
"2559","Estradiol","CELSR2"
"2560","Estradiol","EGFR"
"2561","Estradiol","NOTCH1"
"2562","Estradiol","VCAM1"
"2563","Estradiol","TNFRSF11B"
"2564","Estradiol","GPER1"
"2565","Estradiol","NCOA3"
"2566","Estradiol","DRD5"
"2567","Estradiol","ADRA1B"
"2568","Estradiol","ADAM17"
"2569","Estradiol","OXTR"
"2570","Estradiol","PGR"
"2571","Estradiol","SELE"
"2572","Estradiol","PTCH1"
"2573","Estradiol","NR1I2"
"2574","Estradiol","HTR7"
"2575","Estradiol","CAV1"
"2576","Estradiol","ERBB4"
"2577","Estradiol","OCLN"
"2578","Estradiol","ABCC11"
"2579","Estradiol","EMP2"
"2580","Estradiol","GJB1"
"2581","Estradiol","CD40"
"2582","Estradiol","NR5A1"
"2583","Estradiol","AR"
"2584","Estradiol","HTR2A"
"2585","Estradiol","ESRRB"
"2586","Estradiol","IGFBP3"
"2587","Estradiol","OPRM1"
"2588","Estradiol","FGFR2"
"2589","Estradiol","NTRK1"
"2590","Estradiol","AHR"
"2591","Estradiol","SMAP2"
"2592","Estradiol","CD58"
"2593","Estradiol","CHRNA3"
"2594","Estradiol","CHRNA4"
"2595","Estradiol","CHRNB2"
"2596","Estradiol","CHRNB4"
"2597","Estradiol","DYSF"
"2598","Estradiol","ESRRG"
"2599","Estradiol","GPC4"
"2600","Estradiol","HNF4A"
"2601","Estradiol","IGF1R"
"2602","Estradiol","NCOR1"
"2603","Estradiol","TRAC"
"2604","Estradiol","NR0B1"
"2605","Estradiol","NR0B2"
"2606","Estradiol","NR1I3"
"2607","Estradiol","NRBF2"
"2608","Estradiol","P2RX4"
"2609","Estradiol","P2X4"
"2610","Estradiol","PPARA"
"2611","Estradiol","PPARG"
"2612","Estradiol","SRPRB"
"2613","Estradiol","THRAP3"
"2614","Estradiol","TMEM205"
"2615","Progesterone","ABCG2"
"2616","Progesterone","AR"
"2617","Progesterone","NR3C2"
"2618","Progesterone","SIGMAR1"
"2619","Progesterone","GPBAR1"
"2620","Progesterone","P2RX3"
"2621","Progesterone","OPRK1"
"2622","Progesterone","ESR1"
"2623","Progesterone","PGR"
"2624","Progesterone","PGRMC1"
"2625","Progesterone","CD69"
"2626","Progesterone","HBEGF"
"2627","Progesterone","NR3C1"
"2628","Progesterone","IL1RN"
"2629","Progesterone","THBS1"
"2630","Progesterone","TRPV4"
"2631","Progesterone","CDH1"
"2632","Progesterone","ABCB11"
"2633","Progesterone","IGF1R"
"2634","Progesterone","ERBB2"
"2635","Progesterone","EGFR"
"2636","Progesterone","ADRA2A"
"2637","Progesterone","CCR5"
"2638","Progesterone","GPER1"
"2639","Progesterone","CD55"
"2640","Progesterone","OXTR"
"2641","Progesterone","NR1I2"
"2642","Progesterone","CAV1"
"2643","Progesterone","PAQR5"
"2644","Progesterone","ESR2"
"2645","Progesterone","PIGR"
"2646","Progesterone","EPHB4"
"2647","Progesterone","LPAR1"
"2648","Progesterone","EMP2"
"2649","Progesterone","HLA-G"
"2650","Progesterone","DPP4"
"2651","Progesterone","TNFRSF6B"
"2652","Progesterone","NR5A1"
"2653","Progesterone","HLA-E"
"2654","Progesterone","TRPM3"
"2655","Progesterone","CRHR1"
"2656","Progesterone","CXCR4"
"2657","Progesterone","JAM2"
"2658","Progesterone","VDR"
"2659","Progesterone","AHR"
"2660","Progesterone","CHRNA4"
"2661","Progesterone","CHRNB2"
"2662","Progesterone","F2R"
"2663","Progesterone","F2RL3"
"2664","Progesterone","HNF4A"
"2665","Progesterone","NR1I3"
"2666","Progesterone","PDGFRA"
"2667","Cortexolone","NR3C2"
"2668","Cortexolone","AR"
"2669","Cortexolone","NR3C1"
"2670","Testosterone","AR"
"2671","Testosterone","ABCC3"
"2672","Testosterone","ABCC4"
"2673","Testosterone","SIGMAR1"
"2674","Testosterone","GPBAR1"
"2675","Testosterone","ESR1"
"2676","Testosterone","NR3C1"
"2677","Testosterone","ENPP2"
"2678","Testosterone","AGTR1"
"2679","Testosterone","NOTCH1"
"2680","Testosterone","GJA1"
"2681","Testosterone","VCAM1"
"2682","Testosterone","RXFP1"
"2683","Testosterone","DRD5"
"2684","Testosterone","OLR1"
"2685","Testosterone","TRPM8"
"2686","Testosterone","CAV1"
"2687","Testosterone","ESR2"
"2688","Testosterone","TLR9"
"2689","Testosterone","NR1I3"
"2690","Testosterone","CNR1"
"2691","Testosterone","ABCC2"
"2692","Testosterone","IGFBP3"
"2693","Testosterone","DRD3"
"2694","Testosterone","FSHR"
"2695","Testosterone","NR3C2"
"2696","Testosterone","PGR"
"2697","Sphinganine","TRPM3"
"2698","Xanthurenic acid","AHR"
"2699","FAD","CAV1"
"2700","2-Hydroxyglutarate","EGFR"
"2701","D-Galactose","M6PR"
"2702","D-Galactose","CD4"
"2703","D-Galactose","RTN4R"
"2704","D-Galactose","TGFBR3"
"2705","D-Galactose","IL2RB"
"2706","D-Galactose","TLR8"
"2707","D-Galactose","FCGRT"
"2708","D-Galactose","ICAM5"
"2709","D-Galactose","EFNB3"
"2710","D-Galactose","VTN"
"2711","D-Galactose","CLEC4A"
"2712","D-Galactose","HRG"
"2713","D-Galactose","SELL"
"2714","D-Galactose","ACVR2A"
"2715","D-Galactose","EFNB2"
"2716","D-Galactose","NECTIN2"
"2717","D-Galactose","ACE2"
"2718","D-Galactose","CD180"
"2719","D-Galactose","IL5RA"
"2720","D-Galactose","SORT1"
"2721","D-Galactose","GABBR2"
"2722","D-Galactose","ENPP2"
"2723","D-Galactose","CHRNA1"
"2724","D-Galactose","ITGAV"
"2725","D-Galactose","TRPV4"
"2726","D-Galactose","CDH1"
"2727","D-Galactose","NEO1"
"2728","D-Galactose","ITGA2B"
"2729","D-Galactose","GRIK2"
"2730","D-Galactose","GRIK5"
"2731","D-Galactose","SCARF1"
"2732","D-Galactose","LIFR"
"2733","D-Galactose","SELP"
"2734","D-Galactose","KDR"
"2735","D-Galactose","CDH15"
"2736","D-Galactose","CDH3"
"2737","D-Galactose","NECTIN1"
"2738","D-Galactose","FCER2"
"2739","D-Galactose","CD80"
"2740","D-Galactose","GRIA2"
"2741","D-Galactose","SCARB2"
"2742","D-Galactose","NPR3"
"2743","D-Galactose","NRP1"
"2744","D-Galactose","NRXN2"
"2745","D-Galactose","ABCB1"
