,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
133,Deoxyuridine triphosphate,MAM01756,HMDB0001191,"c,m,n","(Rrm1 and Rrm2 and Rrm2b and Txn2),(Rrm1 and Rrm2 and Rrm2b and Txn1),Nme1,Nme2,Nme3,Nme4,Nme6,Nme7",,,P2ry2,"Deoxyuridine triphosphate,({[({[(2R,3S,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid,dUTP,2'-Deoxyuridine 5'-triphosphate,2'-Deoxyuridine 5'-triphosphoric acid,Deoxyuridine triphosphoric acid,2'-Deoxyuridine-5'-triphosphorate,2'-Deoxyuridine-5'-triphosphoric acid,2'-Deoxyuridine-5'-triphosphoric acid = dUTP,Deoxy-UTP,Deoxyuridine-5'-triphosphate,2'-Deoxyuridine 5'-(tetrahydrogen triphosphate),2'-deoxy-UTP,2’-Deoxyuridine 5’-(tetrahydrogen triphosphate),2’-Deoxyuridine 5’-triphosphate,2’-deoxy-UTP,Deoxyuridine 5'-triphosphate,Deoxyuridine 5’-triphosphate",,
132,dUDP,MAM01754,HMDB0001000,"c,m,n","(Rrm1 and Rrm2 and Rrm2b and Txn2),(Rrm1 and Rrm2 and Rrm2b and Txn1),Uck1,Uck2,Uckl1,Dtymk",,,P2ry6,"dUDP,[({[(2R,3S,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid,2'-Deoxyuridine 5'-diphosphate,2'-Deoxyuridine 5'-diphosphoric acid,2'-Deoxyuridine-5'-diphosphate,Deoxyuridine-diphosphate,2'-Deoxyuridine 5'-(trihydrogen diphosphate),2’-Deoxyuridine 5’-(trihydrogen diphosphate),2’-Deoxyuridine 5’-diphosphate,Deoxyuridine 5'-diphosphate,Deoxyuridine 5’-diphosphate,Deoxyuridine diphosphate",,
154,Trihexosylceramide (d18:1/26:1(17Z)),MAM01960,HMDB0004884,"c,g,l","A4galt,Hexa,Hexb,Hexdc",,,Cd1d1,"Trihexosylceramide (d18:1/26:1(17Z)),N-[(4E)-1-[(5-{[3,4-dihydroxy-6-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-3-hydroxyoctadec-4-en-2-yl]hexacosanamide,N-[(4E)-1-[(5-{[3,4-dihydroxy-6-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-3-hydroxyoctadec-4-en-2-yl]hexacosanimidate,Ceramide trihexoside,D-Galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide,delta-Galactosyl-1,4-delta-galactosyl-1,4-delta-glucosylceramide,Fabry glycolipid,Gal-alpha1->4gal-beta1->4GLC-beta1->1'cer,Gal-alpha1->4gal-beta1->4GLC-beta1->1'cer(D18:1/26:1,Gal-alpha1->4laccer,Ganglioside GL3,Gb3,Globo-N-triaosylceramide,Globotriaosylceramide,Globotriglycosylceramide,Globotriosylceramide,Shiga toxin receptor",,
315,4-Hydroxybutyric acid,MAM03277,HMDB0000710,"m,c,e",Abat,,,Gabrb1,"4-Hydroxybutyric acid,4-hydroxybutanoic acid,gamma hydroxybutyric acid,3-Carboxypropoxy acid,4-Hydroxy-butyric acid,4-Hydroxyalkanoic acid,4-Hydroxybutanoate,4-Hydroxybutanoic acid,4-Hydroxycarboxylic acid,Gamma Hydroxybutyric acid,gamma-Hydroxybutyric acid,GHB,Oxy-N-butyric acid,Xyrem,4-Hydroxy-butyrate,4-Hydroxyalkanoate,4-Hydroxycarboxylate,g Hydroxybutyrate,g Hydroxybutyric acid,gamma Hydroxybutyrate,Γ hydroxybutyrate,Γ hydroxybutyric acid,g-Hydroxybutyrate,g-Hydroxybutyric acid,gamma-Hydroxybutyrate,Γ-hydroxybutyrate,Γ-hydroxybutyric acid,Oxy-N-butyrate,4-Hydroxybutyrate,4-Hydroxy-butanoate,4-Hydroxy-butanoic acid,4-Hydroxybutyrate sodium,4-Hydroxybutyric acid monosodium salt,gamma-Hydroxy butyrate,gamma-Hydroxy sodium butyrate,gamma-Hydroxybutyrate sodium,Hydroxybutyric acid",,
263,Sphingosine,MAM02929,HMDB0000252,"c,g,l,r,e,n","Acer1,Acer2,Asah1,Asah2,Cers1,Cers2,Cers3,Cers4,Cers5,Cers6,Lpin1,Lpin2,Lpin3,Plpp1,Plpp2,Plpp3,Sgpp1,Enpp7,Smpd1,Smpd2,Smpd3,Smpd4,Galc,Acer3",,,"Aplnr,Trpm3,Pvr","Sphingosine,(2S,3R,4E)-2-aminooctadec-4-ene-1,3-diol,sphingosine,(2S,3R)-(e)-2-Amino-1,3-dihydroxy-4-octadecene,(2S,3R,4E)-2-Amino-3-hydroxyoctadec-4-ene-1-ol,(2S,3R,4E)-2-Amino-4-octadecene-1,3-diol,(2S,3R,e)-2-Aminooctadec-4-ene-1,3-diol,(4E)-Sphing-4-enine,(4E)-Sphingenine,(e)-2-Amino-4-octadecan-1,3-diol,(e)-D-Erythro-4-octadecene-1,3-diol,2-Amino-4-octadecene-1,3-diol,C18 Sphingosine,D-(+)-Erythro-1,3-dihydroxy-2-amino-4-trans-octadecene,D-Erythro-sphingosine,Sph,Sphing-4-enine,Sphingenine,Sphingoid,Sphingosin,Sphingosine D18:1,trans-4-Sphingenine,trans-D-Erythro-2-amino-4-octadecene-1,3-diol,4-Sphingenine,4 Sphingenine,(-)-D-erythro-Sphingosine,(-)-Sphingosine,(2S,3R)-Sphingosine,4-trans-Sphingenine,C18-Sphingosine,D-(+)-erythro-4-trans-Sphingenine,D-Sphingosine,D-erythro-C18-Sphingosine,Erythrosphingosine,erythro-4-Sphingenine,erythro-C18-Sphingosine,SP(d18:1)",,
215,Ammonium,MAM02579,HMDB0041827,"c,m,e,r,n,x","Acer3,Acy3,Macrod1,Macrod2,Ntan1,Oard1,Sirt1,Sirt2,Sirt3,Sirt5,Sirt6,Sirt7,Wdyhv1,Padi1,Padi2,Padi3,Padi4,Padi6,F13a1,F13b,Tgm1,Tgm2,Tgm3,Tgm4,Tgm5,Tgm6,Tgm7,Lox,Loxl2,Aoc1,Aoc2,Aoc3,Upb1",Rhag,"Rhag,Rhbg","Tnfrsf17,Esr1,Fcgrt,Traf2,Lrp6,Itga2b,Itga1,Pglyrp3,Itga2,Crhr2,Esr2,Tlr4,Tgfbr1,Trpv1,Grik1,Grik2,Igll1","Ammonium,azanium,[NH4](+),Ammonium cation,Ammonium ion,Ammonium(1+),NH4+,NH4(+),Ammonia ion,Ammonium chloride,Azanium,[NH4]+,Ammonium compounds",,
1,Eicosadienoic acid,MAM00008,HMDB0005060,"c,l,r,e","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"Cntn1,F3","Eicosadienoic acid,(11Z,14Z)-icosa-11,14-dienoic acid,eicosadienoic acid,(11Z,14Z)-Eicosa-11,14-dienoic acid,(11Z,14Z)-Eicosadienoic acid,(11Z,14Z)-Icosa-11,14-dienoic acid,11,14-Eicosadienoic acid,11,14-Icosadienoic acid,(11Z,14Z)-Eicosa-11,14-dienoate,(11Z,14Z)-Eicosadienoate,(11Z,14Z)-Icosa-11,14-dienoate,11,14-Eicosadienoate,11,14-Icosadienoate,Eicosadienoate,11, 14-Icosadienoate,11, 14-Icosadienoic acid,11,14-trans-Eicosadienoic acid,delta11,14-20:2,Eicosa-11,14-dienoic acid,Eicosa-11,14-dienoic acid, (Z,Z)-isomer,N-6 Eicosadienoic acid,Dihomolinoleate,(11Z,14Z)-Icosadienoate,(11Z,14Z)-11,14-Eicosadienate,(11Z,14Z)-11,14-Eicosadienic acid,(11Z,14Z)-11,14-Eicosadienoate,(11Z,14Z)-11,14-Eicosadienoic acid,11,14-all-cis-Eicosadienoate,11,14-all-cis-Eicosadienoic acid,11-cis,14-cis-Eicosadienoate,11-cis,14-cis-Eicosadienoic acid,Bishomolinoleate,Bishomolinoleic acid,Dihomo-linoleate (20:2n6),Dihomo-linoleic acid (20:2n6),FA(20:2(11Z,14Z)),Homo-gamma-linoleate,Homo-gamma-linoleic acid,Homo-γ-linoleate,Homo-γ-linoleic acid,all-cis-11,14-Eicosadienoate,all-cis-11,14-Eicosadienoic acid,cis,cis-Eicosa-11,14-dienoate,cis,cis-Eicosa-11,14-dienoic acid,cis,cis-delta11,14-Eicosadienoate,cis,cis-delta11,14-Eicosadienoic acid,cis,cis-Δ11,14-eicosadienoate,cis,cis-Δ11,14-eicosadienoic acid,cis-11,cis-14-Eicosadienoate,cis-11,cis-14-Eicosadienoic acid,delta11,14-Eicosadienoate,delta11,14-Eicosadienoic acid,Δ11,14-eicosadienoate,Δ11,14-eicosadienoic acid,FA(20:2n6)","Tecr,Tecrl",
69,Adrenic acid,MAM01291,HMDB0002226,"c,l,r,e,x","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"Ffar4,Rxra","Adrenic acid,(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoic acid,docosatetraenoic acid,(7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoic acid,7,10,13,16-Docosatetraenoic acid,7Z,10Z,13Z,16Z-Docosatetraenoic acid,all-cis-7,10,13,16-Docosatetraenoic acid,cis,cis,cis,cis-Docosa-7,10,13,16-tetraensaeure,(7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoate,7,10,13,16-Docosatetraenoate,7Z,10Z,13Z,16Z-Docosatetraenoate,all-cis-7,10,13,16-Docosatetraenoate,Adrenate,Adrenic acid, (Z)-isomer,7,10,13,16-Docosatetraenoic acid (van) adrenate,7,10,13,16-Docosatetraenoic acid (van) adrenic acid,FA(22:4(7Z,10Z,13Z,16Z)),(7Z,10Z,13Z,16Z)-Docosatetraenoate","Elovl2,Elovl4,Elovl6,Elovl5,Fads1,Fads2,Fads3",
86,Behenic acid,MAM01373,HMDB0000944,"c,l,r,e,m,x","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,Pparg,"Behenic acid,docosanoic acid,behenic acid,1-Docosanoic acid,Behensaeure,CH3-[CH2]20-COOH,Docosanic acid,Docosanoate,Docosansaeure,Docosoic acid,Dokosansaeure,N-Docosanoic acid,1-Docosanoate,Docosanate,Docosanoic acid,Docosoate,N-Docosanoate,Behenate,FA(22:0)","Tecr,Tecrl",
103,Erucic acid,MAM01583,HMDB0002068,"c,l,r,e","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,Pparg,"Erucic acid,(13Z)-docos-13-enoic acid,erucic acid,(13Z)-13-Docosenoic acid,(13Z)-Docosenoic acid,(Z)-13-Docosenoic acid,(Z)-Docos-13-enoic acid,13-cis-Docosenoic acid,22:1Omega9,C22:1N-9,cis-13-Docosenoic acid,cis-Delta(13)-Docosenoic acid,cis-Eruic acid,Docos-13C-enoic acid,Erucasaeure,(13Z)-13-Docosenoate,(13Z)-Docosenoate,(Z)-13-Docosenoate,(Z)-Docos-13-enoate,13-cis-Docosenoate,cis-13-Docosenoate,cis-delta(13)-Docosenoate,cis-Δ(13)-docosenoate,cis-Δ(13)-docosenoic acid,cis-Eruate,Docos-13C-enoate,Erucate,13-Docosenoic acid,Erucic acid, (Z)-isomer,13-Docosenoate,13-Docosenoic acid (acd/name 4.0),cis-Erucic acid,delta 13-cis-Docosenoate,delta 13-cis-Docosenoic acid,Delta.13-cis-docosenoate,Delta.13-cis-docosenoic acid,Prifrac 2990,(Z)-Erucic acid,13(Z)-Docosenoic acid,FA(22:1(13Z)),FA(22:1n9),cis-13-Erucic acid,delta13-cis-Docosenoic acid,Δ13-cis-docosenoic acid","Tecr,Tecrl",
124,Docosahexaenoic acid,MAM01689,HMDB0002183,"c,l,r,e,i","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"NA,Rxra,Ffar1,Pparg,Ffar4","Docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid,docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid,22:6(N-3),22:6-4, 7,10,13,16,19,4,7,10,13,16,19-Docosahexaenoic acid,all-cis-4,7,10,13,16,19-Docosahexaenoic acid,all-cis-DHA,Cervonic acid,DHA,Doconexent,DOCOSA-4,7,10,13,16,19-hexaenoIC ACID,Docosahexaenoate,4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoate,4,7,10,13,16,19-Docosahexaenoate,all-cis-4,7,10,13,16,19-Docosahexaenoate,Cervonate,DOCOSA-4,7,10,13,16,19-hexaenoate,4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoate,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoate,all-Z-Docosahexaenoate,all-Z-Docosahexaenoic acid,cis-4,7,10,13,16,19-Docosahexanoate,cis-4,7,10,13,16,19-Docosahexanoic acid,Doconexento,Doconexentum,Doxonexent,Acids, docosahexaenoic,Acids, docosahexenoic,Docosahexaenoic acid, 4,7,10,13,16,19-(all-Z-isomer),Docosahexaenoic acid (all-Z isomer),Docosahexaenoic acid, 4,7,10,13,16,19-isomer,Efalex,(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexenoic acid,(all-Z)-4,7,10,13,16,19-Docosahexaenoic acid,4-cis,7-cis,10-cis,13-cis,16-cis,19-cis-Docosahexaenoic acid,FA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)),FA(22:6n3),delta4,7,10,13,16,19-Docosahexaenoic acid,Δ4,7,10,13,16,19-docosahexaenoic acid,Choline docosahexaenoate,Choline docosahexaenoic acid,Docosahexaenoylcholine","Elovl2,Elovl4,Elovl6,Elovl5,Fads1,Fads2,Fads3",
125,Dihomo-gamma-linolenic acid,MAM01696,HMDB0002925,"c,l,r,e","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"NA,Cntn1,F3,Pparg,Ffar4","Dihomo-gamma-linolenic acid,(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid,dihomo-gamma-linolenic acid,(8Z,11Z,14Z)-Icosatrienoic acid,(Z,Z,Z)-8,11,14-Eicosatrienoic acid,(Z,Z,Z)-8,11,14-Icosatrienoate,(Z,Z,Z)-8,11,14-Icosatrienoic acid,20:3, N-6,9,12 all-cis,8,11,14-Eicosatrienoic acid,8C,11C,14C-Eicosatrienoic acid,8C,11C,14C-Eicosatriensaeure,8Z,11Z,14Z-Eicosatrienoic acid,all-cis-8,11,14-Eicosatrienoic acid,all-cis-8,11,14-Icosatrienoic acid,all-cis-Eicosa-8,11,14-trienoic acid,all-cis-Eicosa-8,11,14-triensaeure,C20:3, N-6,9,12 all-cis,cis,cis,cis-8,11,14-Eicosatrienoic acid,DGLA,Eicosa-8Z,11Z,14Z-trienoic acid,gamma-Homolinolenic acid,Homo-gamma-linolenic acid,Homo-gamma-linolensaeure,(Z,Z,Z)-8,11,14-Eicosatrienoate,8,11,14-Eicosatrienoate,8,11,14-Icosatrienoate,(8Z,11Z,14Z)-Icosa-8,11,14-trienoic acid,(8Z,11Z,14Z)-Icosatrienoate,8C,11C,14C-Eicosatrienoate,8Z,11Z,14Z-Eicosatrienoate,all-cis-8,11,14-Eicosatrienoate,all-cis-8,11,14-Icosatrienoate,all-cis-Eicosa-8,11,14-trienoate,cis,cis,cis-8,11,14-Eicosatrienoate,Eicosa-8Z,11Z,14Z-trienoate,g-Homolinolenate,g-Homolinolenic acid,gamma-Homolinolenate,Γ-homolinolenate,Γ-homolinolenic acid,Homo-g-linolenate,Homo-g-linolenic acid,Homo-gamma-linolenate,Homo-γ-linolenate,Homo-γ-linolenic acid,Homo-g-linolensaeure,Homo-γ-linolensaeure,8,11,14-Icosatrienoic acid,(8Z,11Z,14Z)-Icosa-8,11,14-trienoate,Dihomo-g-linolenate,Dihomo-g-linolenic acid,Dihomo-gamma-linolenate,Dihomo-γ-linolenate,Dihomo-γ-linolenic acid,Dihomogammalinolenic acid,Dihomo gamma linolenic acid,Homo-gamma linolenic acid,Homo gamma linolenic acid,Linolenic acid, homo-gamma,8,11,14 Eicosatrienoic acid,(Z,Z,Z)-Icosatri-8,11,14-enoate,(Z,Z,Z)-Icosatri-8,11,14-enoic acid,8,11,14-all-cis-Eicosatrienoate,8,11,14-all-cis-Eicosatrienoic acid,Bishomo-gamma-linolenate,Bishomo-gamma-linolenic acid,cis-8,11,14-Eicosatrienoate,cis-8,11,14-Eicosatrienoic acid,cis-8,cis-11,cis-14-Eicosatrienoate,cis-8,cis-11,cis-14-Eicosatrienoic acid,Eicosatrienoate,Eicosatrienoic acid,Acid, dihomo-gamma-linolenic,DHLA,Acid, dihomogammalinolenic,Acid, homo-gamma linolenic,Dihomolinolenate,Dihomolinolenic acid,FA(20:3(8Z,11Z,14Z)),Dihomo-linolenate,Dihomo-linolenic acid,FA(20:3n6),dihomo-gamma-Linolenic acid","Elovl2,Elovl4,Elovl6,Elovl5,Fads1,Fads2,Fads3",
130,"Docosapentaenoic acid (22n-6),Docosapentaenoic acid (22n-3)",MAM01741,"HMDB0001976,HMDB0006528","c,l,r,e","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,,,"Elovl2,Elovl4,Elovl6,Elovl5,Fads1,Fads2,Fads3",
134,Arachidic acid,MAM01771,HMDB0002212,"c,l,r,e,m,x","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,Pparg,"Arachidic acid,icosanoic acid,arachidic acid,Arachic acid,Arachidinic acid,Arachinsaeure,C20:0,CH3-[CH2]18-COOH,Eicosanoic acid,N-Eicosanoic acid,Arachate,Arachidinate,Eicosanoate,N-Eicosanoate,Arachidate,Eicosoic acid,Icosanoic acid,Eicosoate,Icosanoate,C 20,C20 fatty acid,FA(20:0),Peanut acid,n-Eicosanic acid","Tecr,Tecrl",
136,Eicosapentaenoic acid,MAM01784,HMDB0001999,"c,l,n,x,r,e,i","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"NA,Cntn1,F3,Pparg,Rxra,Musk,Ffar1,Ppard,Ppara,Abcb4,Ncor1,Grm1,Tnfrsf21,Cd36,Tas1r3,Ffar4,Abca1,Tas1r2,Trpv1","Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid,eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate,(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid,(all-Z)-5,8,11,14,17-Eicosapentaenoic acid,5,8,11,14,17-EICOSAPENTAENOIC ACID,5,8,11,14,17-Icosapentaenoic acid,all-cis-5,8,11,14,17-Eicosapentaenoic acid,all-cis-Icosa-5,8,11,14,17-pentaenoic acid,cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoic acid,cis-5,8,11,14,17-Eicosapentaenoic acid,cis-5,8,11,14,17-EPA,cis-Delta(5,8,11,14,17)-Eicosapentaenoic acid,EPA,Icosapent,Icosapentaenoic acid,Icosapento,Icosapentum,Timnodonic acid,(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoate,5Z,8Z,11Z,14Z,17Z-Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoate,(all-Z)-5,8,11,14,17-Eicosapentaenoate,5,8,11,14,17-EICOSAPENTAENOate,5,8,11,14,17-Icosapentaenoate,all-cis-5,8,11,14,17-Eicosapentaenoate,all-cis-Icosa-5,8,11,14,17-pentaenoate,cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoate,cis-5,8,11,14,17-Eicosapentaenoate,cis-delta(5,8,11,14,17)-Eicosapentaenoate,cis-Δ(5,8,11,14,17)-eicosapentaenoate,cis-Δ(5,8,11,14,17)-eicosapentaenoic acid,Icosapentaenoate,Timnodonate,5Z,8Z,11Z,14Z,17Z-Eicosapentaenoate,(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoate,Eicosapentaenoate,Omega-3-eicosapentaenoic acid,Acid, eicosapentanoic,Eicosapentanoic acid,Omega 3 eicosapentaenoic acid,all-cis-Icosapentaenoate,all-cis-Icosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Eicosa-5,8,11,14,17-pentaenoic acid,(all-Z)-delta5,8,11,14,17-Eicosapentaenoic acid,(all-Z)-Δ5,8,11,14,17-eicosapentaenoic acid,(all-cis)-5,8,11,14,17-Eicosapentaenoic acid,FA(20:5(5Z,8Z,11Z,14Z,17Z)),FA(20:5n3)","Elovl2,Elovl4,Elovl6,Elovl5,Fads1,Fads2,Fads3",
194,Linoleic acid,MAM02387,HMDB0000673,"c,l,r,e,m,x","Acot1,Acot2,Acot4,Acot6,Acot7",Abca1,,"Cntn1,F3,Pparg,Ffar4,Ffar1,Sdc1,Ppara,Gpc1,Abcb4,Ncor1,Gpc2,Vcam1,Tnfrsf21,Sdc2,Cd36,Olr1,Sele,Sdc3,Gpc4,Sdc4,Abca1,Gpc6,Gpc5,Agrn,Gpc3,Rxra,Ahr,Ppard","Linoleic acid,(9Z,12Z)-octadeca-9,12-dienoic acid,linoleic,(9Z,12Z)-Octadecadienoic acid,(Z,Z)-9,12-Octadecadienoic acid,9-cis,12-cis-Octadecadienoic acid,9Z,12Z-Octadecadienoic acid,Acide cis-linoleique,Acide linoleique,Acido linoleico,all-cis-9,12-Octadecadienoic acid,C18:2 9C, 12C Omega6 todos cis-9,12-octadienoico,C18:2, N-6,9 all-cis,cis,cis-9,12-Octadecadienoic acid,cis,cis-Linoleic acid,cis-Delta(9,12)-Octadecadienoic acid,LA,Linolic acid,9-cis,12-cis-Octadecadienoate,(9Z,12Z)-Octadecadienoate,(Z,Z)-9,12-Octadecadienoate,9Z,12Z-Octadecadienoate,all-cis-9,12-Octadecadienoate,cis,cis-9,12-Octadecadienoate,cis,cis-Linoleate,cis-delta(9,12)-Octadecadienoate,cis-Δ(9,12)-octadecadienoate,cis-Δ(9,12)-octadecadienoic acid,Linolate,Linoleate,(9Z,12Z)-9,12-Octadecadienoate,(9Z,12Z)-9,12-Octadecadienoic acid,9-cis,12-cis-Linoleate,9-cis,12-cis-Linoleic acid,9Z,12Z-Linoleate,9Z,12Z-Linoleic acid,cis-9,cis-12-Octadecadienoate,cis-9,cis-12-Octadecadienoic acid,cis-D9,12-Octadecadienoate,cis-D9,12-Octadecadienoic acid,Emersol 315,Extra linoleic 90,Polylin 515,Unifac 6550,Acid, 9,12-octadecadienoic,Linoelaidic acid,Linoleic acid, (e,e)-isomer,Linoleic acid, (Z,Z)-isomer,Linoleic acid, (Z,Z)-isomer, 14C-labeled,Linoleic acid, ammonium salt, (Z,Z)-isomer,Linoleic acid, potassium salt, (Z,Z)-isomer,9 trans,12 trans Octadecadienoic acid,9-trans,12-trans-Octadecadienoic acid,Linoleic acid, sodium salt, (e,e)-isomer,Linoleic acid, sodium salt, (Z,Z)-isomer,trans,trans-9,12-Octadecadienoic acid,9,12-Octadecadienoic acid,Linoelaidic acid, (e,Z)-isomer,Linoleic acid, calcium salt, (Z,Z)-isomer,Linolelaidic acid,9,12 Octadecadienoic acid,Linoleic acid, (Z,e)-isomer,FA(18:2(9Z,12Z))",,
135,Elaidic acid,MAM01778,HMDB0000573,"c,l,r,e,g","Acot1,Acot2,Acot4,Acot6,Acot7,Acer3",Abca1,,"Abcg2,P2ry10,Bdkrb1,Prokr2,NA,Gnrhr,Kiss1r,Ghsr,Lrp1,Ffar2,Ffar1,F2rl3,Mchr1,Rara,Sdc1,Nmur2,Chrm3,Anxa1,Nmbr,Htr2b,Ppara,Gpc1,Icam1,Gpr65,Gpr17,Agtr1a,Htr2c,Npffr1,NA,Cysltr2,Grm1,App,Pparg,Gpc2,Ptger1,Vcam1,Cckar,F2rl2,F2rl1,Avpr1a,Ptafr,Tacr3,Tacr1,Ntsr2,Prokr1,P2ry1,Nmur1,Grm5,Chrm1,Adra1b,Sdc2,Ltb4r1,Npffr2,Gprc6a,P2ry6,Trhr,P2ry2,Xcr1,Ednra,Gpr4,F2r,Uts2r,Oxtr,Lpar5,Ffar3,Gpr132,Cckbr,Cav1,Fpr2,Lpar6,Sdc3,Lpar1,Npsr1,Ntsr1,Lpar3,Ptgfr,Gpc4,Hcrtr2,Ffar4,Sdc4,Cysltr1,Tacr2,Hcrtr1,Gpc6,Gpc5,Ednrb,Htr2a,Agrn,Adra1a,Adra1d,Grpr,Chrm5,Gpc3,Qrfpr,Hrh1,Gcgr,Lpar2,Tbxa2r,Cd44,Rxra,Casr,Ltb4r2,Gpr68","Elaidic acid,(9E)-octadec-9-enoic acid,elaidic acid,(9E)-Octadecenoic acid,(e)-Oleic acid,9-OCTADECENOIC ACID,9-trans-Octadecenoic acid,Acide elaidique,D9-trans-Octadecenoic acid,Elaidinsaure,Elaidinsaeure,trans-9-Octadecenoic acid,trans-D9-Octadecenoic acid,trans-Delta(9)-Octadecenoic acid,trans-Elaidic acid,trans-Oleic acid,(9E)-Octadecenoate,(e)-Oleate,9-OCTADECENOate,9-trans-Octadecenoate,D9-trans-Octadecenoate,trans-9-Octadecenoate,trans-D9-Octadecenoate,trans-delta(9)-Octadecenoate,trans-Δ(9)-octadecenoate,trans-Δ(9)-octadecenoic acid,trans-Elaidate,trans-Oleate,Elaidate,FA(18:1(9E)),9-Elaidate,18:1 N-9,C18:1 N-9,Octadec-9-enoic acid,Octadec-9-enoate,9,10-Octadecenoate,9,10-Octadecenoic acid,Acid, 9-octadecenoic,9 Octadecenoic acid,(9E)-9-Octadecenoic acid,(e)-9-Octadecenoic acid,9-trans-Oleic acid,Elaidinic acid,delta9-trans-Octadecenoic acid,trans-delta9-Octadecenoic acid,trans-Δ9-octadecenoic acid,Δ9-trans-octadecenoic acid","Scd1,Scd3,Scd2",
225,"Oleic acid,Octadec-9-enoic Acid",MAM02646,"HMDB0000207,HMDB0062703","c,l,r,e","Acot1,Acot2,Acot4,Acot6,Acot7,Acer3",Abca1,,,,"Scd1,Scd3,Scd2,Fads6",
