"","Compounds","GEM_id","HMDB_id","Cell_Compartment","Synthetic_genes","Transporter_genes","Transporter_genes_in","Receptor_genes","Synonyms","Synthetic_genes_lv2","precursor_transport"
"11","Trihexosylceramide (d18:1/26:1(17Z))","MAM01960","HMDB0004884","c,g,l","A4GALT,HEXB,HEXDC,HEXA","","","CD1D","Trihexosylceramide (d18:1/26:1(17Z)),N-[(4E)-1-[(5-{[3,4-dihydroxy-6-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-3-hydroxyoctadec-4-en-2-yl]hexacosanamide,N-[(4E)-1-[(5-{[3,4-dihydroxy-6-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-3-hydroxyoctadec-4-en-2-yl]hexacosanimidate,Ceramide trihexoside,D-Galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide,delta-Galactosyl-1,4-delta-galactosyl-1,4-delta-glucosylceramide,Fabry glycolipid,Gal-alpha1->4gal-beta1->4GLC-beta1->1'cer,Gal-alpha1->4gal-beta1->4GLC-beta1->1'cer(D18:1/26:1,Gal-alpha1->4laccer,Ganglioside GL3,Gb3,Globo-N-triaosylceramide,Globotriaosylceramide,Globotriglycosylceramide,Globotriosylceramide,Shiga toxin receptor","",""
"12","4-Hydroxybutyric acid","MAM03277","HMDB0000710","m,c,e","ABAT","","","GABRB1","4-Hydroxybutyric acid,4-hydroxybutanoic acid,gamma hydroxybutyric acid,3-Carboxypropoxy acid,4-Hydroxy-butyric acid,4-Hydroxyalkanoic acid,4-Hydroxybutanoate,4-Hydroxybutanoic acid,4-Hydroxycarboxylic acid,Gamma Hydroxybutyric acid,gamma-Hydroxybutyric acid,GHB,Oxy-N-butyric acid,Xyrem,4-Hydroxy-butyrate,4-Hydroxyalkanoate,4-Hydroxycarboxylate,g Hydroxybutyrate,g Hydroxybutyric acid,gamma Hydroxybutyrate,Γ hydroxybutyrate,Γ hydroxybutyric acid,g-Hydroxybutyrate,g-Hydroxybutyric acid,gamma-Hydroxybutyrate,Γ-hydroxybutyrate,Γ-hydroxybutyric acid,Oxy-N-butyrate,4-Hydroxybutyrate,4-Hydroxy-butanoate,4-Hydroxy-butanoic acid,4-Hydroxybutyrate sodium,4-Hydroxybutyric acid monosodium salt,gamma-Hydroxy butyrate,gamma-Hydroxy sodium butyrate,gamma-Hydroxybutyrate sodium,Hydroxybutyric acid","",""
"13","Phytanic acid","MAM03884","HMDB0000801","e,c,x","ACOT2","","","PPARA,PPARD,PPARG,RXRB","Phytanic acid,3,7,11,15-tetramethylhexadecanoic acid,phytanic acid,3,7,11,15-Tetramethyl hexadecanoic acid,3,7,11,15-Tetramethyl-hexadecanoic acid,3,7,11,15-Tetramethyl-hexadecansaeure,3,7,11,15-Tetramethylhexadecanoic acid,3,7,11,15-Tetramethyl hexadecanoate,3,7,11,15-Tetramethyl-hexadecanoate,3,7,11,15-Tetramethylhexadecanoate,Phytanate,3,7,11,15-Tetramethylhexadecoanoate,3,7,11,15-Tetramethylhexadecoanoic acid,Phytanoate,Phytanoic acid,Acid, phytanic","",""
"14","Eicosadienoic acid","MAM00008","HMDB0005060","c,l,r,e","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","CNTN1,F3","Eicosadienoic acid,(11Z,14Z)-icosa-11,14-dienoic acid,eicosadienoic acid,(11Z,14Z)-Eicosa-11,14-dienoic acid,(11Z,14Z)-Eicosadienoic acid,(11Z,14Z)-Icosa-11,14-dienoic acid,11,14-Eicosadienoic acid,11,14-Icosadienoic acid,(11Z,14Z)-Eicosa-11,14-dienoate,(11Z,14Z)-Eicosadienoate,(11Z,14Z)-Icosa-11,14-dienoate,11,14-Eicosadienoate,11,14-Icosadienoate,Eicosadienoate,11, 14-Icosadienoate,11, 14-Icosadienoic acid,11,14-trans-Eicosadienoic acid,delta11,14-20:2,Eicosa-11,14-dienoic acid,Eicosa-11,14-dienoic acid, (Z,Z)-isomer,N-6 Eicosadienoic acid,Dihomolinoleate,(11Z,14Z)-Icosadienoate,(11Z,14Z)-11,14-Eicosadienate,(11Z,14Z)-11,14-Eicosadienic acid,(11Z,14Z)-11,14-Eicosadienoate,(11Z,14Z)-11,14-Eicosadienoic acid,11,14-all-cis-Eicosadienoate,11,14-all-cis-Eicosadienoic acid,11-cis,14-cis-Eicosadienoate,11-cis,14-cis-Eicosadienoic acid,Bishomolinoleate,Bishomolinoleic acid,Dihomo-linoleate (20:2n6),Dihomo-linoleic acid (20:2n6),FA(20:2(11Z,14Z)),Homo-gamma-linoleate,Homo-gamma-linoleic acid,Homo-γ-linoleate,Homo-γ-linoleic acid,all-cis-11,14-Eicosadienoate,all-cis-11,14-Eicosadienoic acid,cis,cis-Eicosa-11,14-dienoate,cis,cis-Eicosa-11,14-dienoic acid,cis,cis-delta11,14-Eicosadienoate,cis,cis-delta11,14-Eicosadienoic acid,cis,cis-Δ11,14-eicosadienoate,cis,cis-Δ11,14-eicosadienoic acid,cis-11,cis-14-Eicosadienoate,cis-11,cis-14-Eicosadienoic acid,delta11,14-Eicosadienoate,delta11,14-Eicosadienoic acid,Δ11,14-eicosadienoate,Δ11,14-eicosadienoic acid,FA(20:2n6)","TECRL,TECR",""
"15","Adrenic acid","MAM01291","HMDB0002226","c,l,r,e,x","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","FFAR4,RXRA","Adrenic acid,(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoic acid,docosatetraenoic acid,(7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoic acid,7,10,13,16-Docosatetraenoic acid,7Z,10Z,13Z,16Z-Docosatetraenoic acid,all-cis-7,10,13,16-Docosatetraenoic acid,cis,cis,cis,cis-Docosa-7,10,13,16-tetraensaeure,(7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoate,7,10,13,16-Docosatetraenoate,7Z,10Z,13Z,16Z-Docosatetraenoate,all-cis-7,10,13,16-Docosatetraenoate,Adrenate,Adrenic acid, (Z)-isomer,7,10,13,16-Docosatetraenoic acid (van) adrenate,7,10,13,16-Docosatetraenoic acid (van) adrenic acid,FA(22:4(7Z,10Z,13Z,16Z)),(7Z,10Z,13Z,16Z)-Docosatetraenoate","ELOVL5,ELOVL4,ELOVL2,ELOVL6,FADS3,FADS1,FADS2",""
"16","Behenic acid","MAM01373","HMDB0000944","c,l,r,e,m,x","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","PPARG","Behenic acid,docosanoic acid,behenic acid,1-Docosanoic acid,Behensaeure,CH3-[CH2]20-COOH,Docosanic acid,Docosanoate,Docosansaeure,Docosoic acid,Dokosansaeure,N-Docosanoic acid,1-Docosanoate,Docosanate,Docosanoic acid,Docosoate,N-Docosanoate,Behenate,FA(22:0)","TECRL,TECR",""
"17","Erucic acid","MAM01583","HMDB0002068","c,l,r,e","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","PPARG","Erucic acid,(13Z)-docos-13-enoic acid,erucic acid,(13Z)-13-Docosenoic acid,(13Z)-Docosenoic acid,(Z)-13-Docosenoic acid,(Z)-Docos-13-enoic acid,13-cis-Docosenoic acid,22:1Omega9,C22:1N-9,cis-13-Docosenoic acid,cis-Delta(13)-Docosenoic acid,cis-Eruic acid,Docos-13C-enoic acid,Erucasaeure,(13Z)-13-Docosenoate,(13Z)-Docosenoate,(Z)-13-Docosenoate,(Z)-Docos-13-enoate,13-cis-Docosenoate,cis-13-Docosenoate,cis-delta(13)-Docosenoate,cis-Δ(13)-docosenoate,cis-Δ(13)-docosenoic acid,cis-Eruate,Docos-13C-enoate,Erucate,13-Docosenoic acid,Erucic acid, (Z)-isomer,13-Docosenoate,13-Docosenoic acid (acd/name 4.0),cis-Erucic acid,delta 13-cis-Docosenoate,delta 13-cis-Docosenoic acid,Delta.13-cis-docosenoate,Delta.13-cis-docosenoic acid,Prifrac 2990,(Z)-Erucic acid,13(Z)-Docosenoic acid,FA(22:1(13Z)),FA(22:1n9),cis-13-Erucic acid,delta13-cis-Docosenoic acid,Δ13-cis-docosenoic acid","TECRL,TECR",""
"18","Docosahexaenoic acid","MAM01689","HMDB0002183","c,l,r,e,i","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","OXER1,RXRA,FFAR1,PPARG,FFAR4","Docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid,docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid,22:6(N-3),22:6-4, 7,10,13,16,19,4,7,10,13,16,19-Docosahexaenoic acid,all-cis-4,7,10,13,16,19-Docosahexaenoic acid,all-cis-DHA,Cervonic acid,DHA,Doconexent,DOCOSA-4,7,10,13,16,19-hexaenoIC ACID,Docosahexaenoate,4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoate,4,7,10,13,16,19-Docosahexaenoate,all-cis-4,7,10,13,16,19-Docosahexaenoate,Cervonate,DOCOSA-4,7,10,13,16,19-hexaenoate,4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoate,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoate,all-Z-Docosahexaenoate,all-Z-Docosahexaenoic acid,cis-4,7,10,13,16,19-Docosahexanoate,cis-4,7,10,13,16,19-Docosahexanoic acid,Doconexento,Doconexentum,Doxonexent,Acids, docosahexaenoic,Acids, docosahexenoic,Docosahexaenoic acid, 4,7,10,13,16,19-(all-Z-isomer),Docosahexaenoic acid (all-Z isomer),Docosahexaenoic acid, 4,7,10,13,16,19-isomer,Efalex,(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoic acid,(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexenoic acid,(all-Z)-4,7,10,13,16,19-Docosahexaenoic acid,4-cis,7-cis,10-cis,13-cis,16-cis,19-cis-Docosahexaenoic acid,FA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)),FA(22:6n3),delta4,7,10,13,16,19-Docosahexaenoic acid,Δ4,7,10,13,16,19-docosahexaenoic acid,Choline docosahexaenoate,Choline docosahexaenoic acid,Docosahexaenoylcholine","ELOVL5,ELOVL4,ELOVL2,ELOVL6,FADS3,FADS1,FADS2",""
"19","Dihomo-gamma-linolenic acid","MAM01696","HMDB0002925","c,l,r,e","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","OXER1,CNTN1,F3,PPARG,FFAR4","Dihomo-gamma-linolenic acid,(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid,dihomo-gamma-linolenic acid,(8Z,11Z,14Z)-Icosatrienoic acid,(Z,Z,Z)-8,11,14-Eicosatrienoic acid,(Z,Z,Z)-8,11,14-Icosatrienoate,(Z,Z,Z)-8,11,14-Icosatrienoic acid,20:3, N-6,9,12 all-cis,8,11,14-Eicosatrienoic acid,8C,11C,14C-Eicosatrienoic acid,8C,11C,14C-Eicosatriensaeure,8Z,11Z,14Z-Eicosatrienoic acid,all-cis-8,11,14-Eicosatrienoic acid,all-cis-8,11,14-Icosatrienoic acid,all-cis-Eicosa-8,11,14-trienoic acid,all-cis-Eicosa-8,11,14-triensaeure,C20:3, N-6,9,12 all-cis,cis,cis,cis-8,11,14-Eicosatrienoic acid,DGLA,Eicosa-8Z,11Z,14Z-trienoic acid,gamma-Homolinolenic acid,Homo-gamma-linolenic acid,Homo-gamma-linolensaeure,(Z,Z,Z)-8,11,14-Eicosatrienoate,8,11,14-Eicosatrienoate,8,11,14-Icosatrienoate,(8Z,11Z,14Z)-Icosa-8,11,14-trienoic acid,(8Z,11Z,14Z)-Icosatrienoate,8C,11C,14C-Eicosatrienoate,8Z,11Z,14Z-Eicosatrienoate,all-cis-8,11,14-Eicosatrienoate,all-cis-8,11,14-Icosatrienoate,all-cis-Eicosa-8,11,14-trienoate,cis,cis,cis-8,11,14-Eicosatrienoate,Eicosa-8Z,11Z,14Z-trienoate,g-Homolinolenate,g-Homolinolenic acid,gamma-Homolinolenate,Γ-homolinolenate,Γ-homolinolenic acid,Homo-g-linolenate,Homo-g-linolenic acid,Homo-gamma-linolenate,Homo-γ-linolenate,Homo-γ-linolenic acid,Homo-g-linolensaeure,Homo-γ-linolensaeure,8,11,14-Icosatrienoic acid,(8Z,11Z,14Z)-Icosa-8,11,14-trienoate,Dihomo-g-linolenate,Dihomo-g-linolenic acid,Dihomo-gamma-linolenate,Dihomo-γ-linolenate,Dihomo-γ-linolenic acid,Dihomogammalinolenic acid,Dihomo gamma linolenic acid,Homo-gamma linolenic acid,Homo gamma linolenic acid,Linolenic acid, homo-gamma,8,11,14 Eicosatrienoic acid,(Z,Z,Z)-Icosatri-8,11,14-enoate,(Z,Z,Z)-Icosatri-8,11,14-enoic acid,8,11,14-all-cis-Eicosatrienoate,8,11,14-all-cis-Eicosatrienoic acid,Bishomo-gamma-linolenate,Bishomo-gamma-linolenic acid,cis-8,11,14-Eicosatrienoate,cis-8,11,14-Eicosatrienoic acid,cis-8,cis-11,cis-14-Eicosatrienoate,cis-8,cis-11,cis-14-Eicosatrienoic acid,Eicosatrienoate,Eicosatrienoic acid,Acid, dihomo-gamma-linolenic,DHLA,Acid, dihomogammalinolenic,Acid, homo-gamma linolenic,Dihomolinolenate,Dihomolinolenic acid,FA(20:3(8Z,11Z,14Z)),Dihomo-linolenate,Dihomo-linolenic acid,FA(20:3n6),dihomo-gamma-Linolenic acid","ELOVL5,ELOVL4,ELOVL2,ELOVL6,FADS3,FADS1,FADS2",""
"20","Docosapentaenoic acid (22n-6),Docosapentaenoic acid (22n-3)","MAM01741","HMDB0001976,HMDB0006528","c,l,r,e","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","FFAR4,RXRA","","ELOVL5,ELOVL4,ELOVL2,ELOVL6,FADS3,FADS1,FADS2",""
"21","Arachidic acid","MAM01771","HMDB0002212","c,l,r,e,m,x","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","PPARG","Arachidic acid,icosanoic acid,arachidic acid,Arachic acid,Arachidinic acid,Arachinsaeure,C20:0,CH3-[CH2]18-COOH,Eicosanoic acid,N-Eicosanoic acid,Arachate,Arachidinate,Eicosanoate,N-Eicosanoate,Arachidate,Eicosoic acid,Icosanoic acid,Eicosoate,Icosanoate,C 20,C20 fatty acid,FA(20:0),Peanut acid,n-Eicosanic acid","TECRL,TECR",""
"22","Eicosapentaenoic acid","MAM01784","HMDB0001999","c,l,n,x,r,e,i","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","OXER1,CNTN1,F3,PPARG,RXRA,MUSK,FFAR1,PPARD,PPARA,ABCB4,GRM1,TNFRSF21,CD36,TAS1R3,FFAR4,ABCA1,TAS1R2,TRPV1","Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid,eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate,(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid,(all-Z)-5,8,11,14,17-Eicosapentaenoic acid,5,8,11,14,17-EICOSAPENTAENOIC ACID,5,8,11,14,17-Icosapentaenoic acid,all-cis-5,8,11,14,17-Eicosapentaenoic acid,all-cis-Icosa-5,8,11,14,17-pentaenoic acid,cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoic acid,cis-5,8,11,14,17-Eicosapentaenoic acid,cis-5,8,11,14,17-EPA,cis-Delta(5,8,11,14,17)-Eicosapentaenoic acid,EPA,Icosapent,Icosapentaenoic acid,Icosapento,Icosapentum,Timnodonic acid,(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoate,5Z,8Z,11Z,14Z,17Z-Eicosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoate,(all-Z)-5,8,11,14,17-Eicosapentaenoate,5,8,11,14,17-EICOSAPENTAENOate,5,8,11,14,17-Icosapentaenoate,all-cis-5,8,11,14,17-Eicosapentaenoate,all-cis-Icosa-5,8,11,14,17-pentaenoate,cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoate,cis-5,8,11,14,17-Eicosapentaenoate,cis-delta(5,8,11,14,17)-Eicosapentaenoate,cis-Δ(5,8,11,14,17)-eicosapentaenoate,cis-Δ(5,8,11,14,17)-eicosapentaenoic acid,Icosapentaenoate,Timnodonate,5Z,8Z,11Z,14Z,17Z-Eicosapentaenoate,(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoate,Eicosapentaenoate,Omega-3-eicosapentaenoic acid,Acid, eicosapentanoic,Eicosapentanoic acid,Omega 3 eicosapentaenoic acid,all-cis-Icosapentaenoate,all-cis-Icosapentaenoic acid,(5Z,8Z,11Z,14Z,17Z)-Eicosa-5,8,11,14,17-pentaenoic acid,(all-Z)-delta5,8,11,14,17-Eicosapentaenoic acid,(all-Z)-Δ5,8,11,14,17-eicosapentaenoic acid,(all-cis)-5,8,11,14,17-Eicosapentaenoic acid,FA(20:5(5Z,8Z,11Z,14Z,17Z)),FA(20:5n3)","ELOVL5,ELOVL4,ELOVL2,ELOVL6,FADS3,FADS1,FADS2",""
"23","Linoleic acid","MAM02387","HMDB0000673","c,l,r,e,m,x","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,","ABCA1","","CNTN1,F3,PPARG,FFAR4,FFAR1,PPARA,ABCB4,VCAM1,TNFRSF21,CD36,OLR1,SELE,SDC4,ABCA1,RXRA,AHR,PPARD","Linoleic acid,(9Z,12Z)-octadeca-9,12-dienoic acid,linoleic,(9Z,12Z)-Octadecadienoic acid,(Z,Z)-9,12-Octadecadienoic acid,9-cis,12-cis-Octadecadienoic acid,9Z,12Z-Octadecadienoic acid,Acide cis-linoleique,Acide linoleique,Acido linoleico,all-cis-9,12-Octadecadienoic acid,C18:2 9C, 12C Omega6 todos cis-9,12-octadienoico,C18:2, N-6,9 all-cis,cis,cis-9,12-Octadecadienoic acid,cis,cis-Linoleic acid,cis-Delta(9,12)-Octadecadienoic acid,LA,Linolic acid,9-cis,12-cis-Octadecadienoate,(9Z,12Z)-Octadecadienoate,(Z,Z)-9,12-Octadecadienoate,9Z,12Z-Octadecadienoate,all-cis-9,12-Octadecadienoate,cis,cis-9,12-Octadecadienoate,cis,cis-Linoleate,cis-delta(9,12)-Octadecadienoate,cis-Δ(9,12)-octadecadienoate,cis-Δ(9,12)-octadecadienoic acid,Linolate,Linoleate,(9Z,12Z)-9,12-Octadecadienoate,(9Z,12Z)-9,12-Octadecadienoic acid,9-cis,12-cis-Linoleate,9-cis,12-cis-Linoleic acid,9Z,12Z-Linoleate,9Z,12Z-Linoleic acid,cis-9,cis-12-Octadecadienoate,cis-9,cis-12-Octadecadienoic acid,cis-D9,12-Octadecadienoate,cis-D9,12-Octadecadienoic acid,Emersol 315,Extra linoleic 90,Polylin 515,Unifac 6550,Acid, 9,12-octadecadienoic,Linoelaidic acid,Linoleic acid, (e,e)-isomer,Linoleic acid, (Z,Z)-isomer,Linoleic acid, (Z,Z)-isomer, 14C-labeled,Linoleic acid, ammonium salt, (Z,Z)-isomer,Linoleic acid, potassium salt, (Z,Z)-isomer,9 trans,12 trans Octadecadienoic acid,9-trans,12-trans-Octadecadienoic acid,Linoleic acid, sodium salt, (e,e)-isomer,Linoleic acid, sodium salt, (Z,Z)-isomer,trans,trans-9,12-Octadecadienoic acid,9,12-Octadecadienoic acid,Linoelaidic acid, (e,Z)-isomer,Linoleic acid, calcium salt, (Z,Z)-isomer,Linolelaidic acid,9,12 Octadecadienoic acid,Linoleic acid, (Z,e)-isomer,FA(18:2(9Z,12Z))","",""
"24","Elaidic acid","MAM01778","HMDB0000573","c,l,r,e,g","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,,ACER3","ABCA1","","ABCG2,LRP1,FFAR1,RARA,PPARA,ICAM1,PPARG,VCAM1,CAV1,FFAR4,CD44,RXRA","Elaidic acid,(9E)-octadec-9-enoic acid,elaidic acid,(9E)-Octadecenoic acid,(e)-Oleic acid,9-OCTADECENOIC ACID,9-trans-Octadecenoic acid,Acide elaidique,D9-trans-Octadecenoic acid,Elaidinsaure,Elaidinsaeure,trans-9-Octadecenoic acid,trans-D9-Octadecenoic acid,trans-Delta(9)-Octadecenoic acid,trans-Elaidic acid,trans-Oleic acid,(9E)-Octadecenoate,(e)-Oleate,9-OCTADECENOate,9-trans-Octadecenoate,D9-trans-Octadecenoate,trans-9-Octadecenoate,trans-D9-Octadecenoate,trans-delta(9)-Octadecenoate,trans-Δ(9)-octadecenoate,trans-Δ(9)-octadecenoic acid,trans-Elaidate,trans-Oleate,Elaidate,FA(18:1(9E)),9-Elaidate,18:1 N-9,C18:1 N-9,Octadec-9-enoic acid,Octadec-9-enoate,9,10-Octadecenoate,9,10-Octadecenoic acid,Acid, 9-octadecenoic,9 Octadecenoic acid,(9E)-9-Octadecenoic acid,(e)-9-Octadecenoic acid,9-trans-Oleic acid,Elaidinic acid,delta9-trans-Octadecenoic acid,trans-delta9-Octadecenoic acid,trans-Δ9-octadecenoic acid,Δ9-trans-octadecenoic acid","SCD5,SCD",""
"25","Oleic acid,Octadec-9-enoic Acid","MAM02646","HMDB0000207,HMDB0062703","c,l,r,e","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,,ACER3","ABCA1","","CNTN1,F3,PPARG,FFAR1,FFAR4,ABCG2,LRP1,RARA,PPARA,ICAM1,VCAM1,CAV1,CD44,RXRA,PPARD","","SCD5,FADS6,SCD",""
"26","Stearic acid","MAM02938","HMDB0000827","c,l,r,e,m,x","ACOT7,ACOT2,,ACOT4,ACOT1,ACOT6,,,OLAH,ALDH3A2","ABCA1","","PPARG,ESR1,RORA,PPARA,PPARD,ADORA2A,FFAR4,RORB,AR","Stearic acid,octadecanoic acid,stearic acid,18:0,Acide octadecanoique,Acide stearique,C18:0,CH3-[CH2]16-COOH,N-Octadecanoic acid,Octadecansaeure,Octadecoic acid,Oktadekansaeure,Stearinsaeure,Stearate,N-Octadecanoate,Octadecoate,Octadecanoic acid,Octadecanoate,1-Heptadecanecarboxylate,1-Heptadecanecarboxylic acid,Stearex beads,Stearic acid cherry,Stearophanate,Stearophanic acid,Calcium stearate,Aluminum tristearate,Ammonium stearate,Zinc stearate,Magnesium stearate,Sodium stearate,Aluminum monostearate,FA(18:0)","TECRL,TECR",""
"27","Arachidonic acid","MAM01362","HMDB0001043","c,l,n,x,r,e,g","ACOT7,ACOT2,PPT1,,ACOT4,ACOT1,ACOT6,PPT2,EGFL8,,,ACER3","ABCA1","","CNTN1,F3,PPARG,TRPC7,TRPM2,TRPM5,TRPV4,PPARA,KDR,ABCB4,TNFRSF21,CD36,ABCA1,RXRA,NR1H4","Arachidonic acid,(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid,arachidonic acid,(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoic acid,(5Z,8Z,11Z,14Z)-Icosatetraenoic acid,AA,all-cis-5,8,11,14-Eicosatetraenoic acid,ARA,Arachidonate,Arachidonsaeure,cis-5,8,11,14-Eicosatetraenoic acid,cis-Delta(5,8,11,14)-Eicosatetraenoic acid,5Z,8Z,11Z,14Z-Eicosatetraenoic acid,(5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid,(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoate,(5Z,8Z,11Z,14Z)-Icosatetraenoate,all-cis-5,8,11,14-Eicosatetraenoate,cis-5,8,11,14-Eicosatetraenoate,cis-delta(5,8,11,14)-Eicosatetraenoate,cis-Δ(5,8,11,14)-eicosatetraenoate,cis-Δ(5,8,11,14)-eicosatetraenoic acid,5Z,8Z,11Z,14Z-Eicosatetraenoate,(5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoate,(all-Z)-5,8,11,14-Eicosatetraenoate,(all-Z)-5,8,11,14-Eicosatetraenoic acid,5,8,11,14-all-cis-Eicosatetraenoate,5,8,11,14-all-cis-Eicosatetraenoic acid,5,8,11,14-Eicosatetraenoate,5,8,11,14-Eicosatetraenoic acid,5-cis,8-cis,11-cis,14-cis-Eicosatetraenoate,5-cis,8-cis,11-cis,14-cis-Eicosatetraenoic acid,cis-D5,8,11,14-Eicosatetraenoate,cis-D5,8,11,14-Eicosatetraenoic acid,Immunocytophyte,Arachidonate, sodium,Arachidonic acid, (all-Z)-isomer, 3H-labeled,Arachidonic acid, ammonium salt, (all-Z)-isomer,Arachidonic acid, cerium salt, (all-Z)-isomer,Arachidonic acid, sodium salt,Arachidonic acid, sodium salt, (all-Z)-isomer,Vitamin F,Arachidonic acid, cesium salt, (all-Z)-isomer,Arachidonic acid, lithium salt, (all-Z)-isomer,Arachidonic acid, potassium salt, (all-Z)-isomer,Sodium arachidonate,Arachidonic acid, (all-Z)-isomer, 1-(14)C-labeled,Arachidonic acid, zinc salt, (all-Z)-isomer,FA(20:4(5Z,8Z,11Z,14Z)),FA(20:4n6)","ELOVL5,ELOVL4,ELOVL2,ELOVL6,FADS3,FADS1,FADS2",""
