,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
37,Dihydroandrosterone,MAM01065,HMDB0000554,"c,e",",akr1a1a",abcb4,NA,"esr2a,esr2b,ar","Dihydroandrosterone,(1S,2S,5R,7S,10R,11S,14S,15S)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecane-5,14-diol,(3alpha,5alpha,17beta)-Androstane-3,17-diol,3alpha,17beta-Dihydroxy-5alpha-androstane,Hombreol,(3a,5a,17b)-Androstane-3,17-diol,(3Α,5α,17β)-androstane-3,17-diol,3a,17b-Dihydroxy-5a-androstane,3Α,17β-dihydroxy-5α-androstane,Adiol,Etiocholane-3a,17b-diol,3a,5a-Tetrahydrotestosterone,5a-Androstane-3a,17b-diol,5alpha-Androstane-3alpha,17beta-androstanediol,5alpha-Androstane-3alpha,17beta-diol,Androstane-3a,17b-diol,Etiocholane-3alpha,17beta-diol,3a-Androstanediol,3Α-androstanediol,5Α-androstane-3α,17β-diol",NA,NA
26,2-Methoxyestradiol,MAM00659,HMDB0000405,"c,e",",tomt,comtb,comta",abcb4,NA,"hdr,tnfrsfa,cd40,nradd,tnfrsf1b,tnfrsf11a","2-Methoxyestradiol,(1S,10R,11S,14S,15S)-4-methoxy-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol,1,3,5(10)-ESTRATRIEN-2,3,17-BETA-triol 2-methyl ether,2-Hydroxyestradol 2-methyl ether,2-Methoxyestradiol-17beta,Panzem,1,3,5(10)-ESTRATRIEN-2,3,17-b-triol 2-methyl ether,1,3,5(10)-ESTRATRIEN-2,3,17-β-triol 2-methyl ether,2-Methoxyestradiol-17b,2-Methoxyestradiol-17β,2-(Methyl-11C)methoxyestradiol,2-Methoxyestradiol, (17alpha)-isomer,2-Methoxyoestradiol,2-Methoxyestradiol-17 beta,2ME2,(17Β)-2-methoxyestra-1,3,5(10)-triene-3,17-diol,(17beta)-2-Methoxyestra-1,3,5(10)-triene-3,17-diol,2-Hydroxyestradiol 2-methyl ether,2-Methoxy-e2,2-Methoxyestra-1,3,5(10)-triene-3,17β-diol,2-Methoxyestra-1,3,5(10)-triene-3,17beta-diol,2 Methoxyoestradiol,(17 beta)-2-Methoxyestra-1,3,5(10)-triene-3,17-diol,2 Methoxyestradiol 17 beta,2 Methoxyestradiol","cyp2p9,cyp1a,cyp4t8,cyp2p7,cyp3a65,cyp2u1,cyp19a1a,cyp2p10,cyp4f3,cyp2p6,cyp2j20,cyp1b1,cyp2p8,cyp2y3",NA
223,Uracil,MAM03118,HMDB0000300,"c,e",",upp2,upp1",slc29a2,NA,gpr17,"Uracil,1,2,3,4-tetrahydropyrimidine-2,4-dione,uracil,2,4(1H,3H)-Pyrimidinedione,2,4-Dioxopyrimidine,2,4-Pyrimidinedione,U,Ura,Urazil,2,4-Dihydroxypyrimidine,2,4-Pyrimidinediol,Hybar X,Pirod,Pyrod",NA,NA
201,Sphingosine,MAM02929,HMDB0000252,"c,g,l,r,e,n","acer1,acer2,asah1a,asah1b,asah2,cers1,cers2a,cers2b,cers3a,cers3b,cers4b,cers5,cers6,lpin1a,lpin2,plpp1a,plpp2a,plpp3,zgc:123305,sgpp1b,enpp7.2,smpd1,smpd2a,smpd2b,smpd3,smpd4,galca,acer3",NA,NA,"aplnr2,trpm3,zgc:113337,zgc:172122,sc:d189,si:ch211-214p13.3,si:ch211-222f23.6,si:ch211-141e20.2,si:ch73-22o12.1,pvrl2l","Sphingosine,(2S,3R,4E)-2-aminooctadec-4-ene-1,3-diol,sphingosine,(2S,3R)-(e)-2-Amino-1,3-dihydroxy-4-octadecene,(2S,3R,4E)-2-Amino-3-hydroxyoctadec-4-ene-1-ol,(2S,3R,4E)-2-Amino-4-octadecene-1,3-diol,(2S,3R,e)-2-Aminooctadec-4-ene-1,3-diol,(4E)-Sphing-4-enine,(4E)-Sphingenine,(e)-2-Amino-4-octadecan-1,3-diol,(e)-D-Erythro-4-octadecene-1,3-diol,2-Amino-4-octadecene-1,3-diol,C18 Sphingosine,D-(+)-Erythro-1,3-dihydroxy-2-amino-4-trans-octadecene,D-Erythro-sphingosine,Sph,Sphing-4-enine,Sphingenine,Sphingoid,Sphingosin,Sphingosine D18:1,trans-4-Sphingenine,trans-D-Erythro-2-amino-4-octadecene-1,3-diol,4-Sphingenine,4 Sphingenine,(-)-D-erythro-Sphingosine,(-)-Sphingosine,(2S,3R)-Sphingosine,4-trans-Sphingenine,C18-Sphingosine,D-(+)-erythro-4-trans-Sphingenine,D-Sphingosine,D-erythro-C18-Sphingosine,Erythrosphingosine,erythro-4-Sphingenine,erythro-C18-Sphingosine,SP(d18:1)",NA,NA
160,Ammonium,MAM02579,HMDB0041827,"c,m,e,r,n,x","acer3,acy3.2,macrod1,macrod2,ntan1,ntaq1,oard1,sirt1,sirt2,sirt3,sirt5,sirt6,sirt7,padi2,cfhl3,f13a1b,tgm1,tgm2b,tgm5l,loxa,loxl2a,loxl2b",rhag,"rhag,rhbg","esr1,traf2a,unm_sa808,lrp6,itga2b,itga1,itga2.2,itga2.3,itga2.1,CRHR2,esr2a,esr2b,tgfbr1a,tgfbr1b,grik1b,grik1a,GRIK2","Ammonium,azanium,[NH4](+),Ammonium cation,Ammonium ion,Ammonium(1+),NH4+,NH4(+),Ammonia ion,Ammonium chloride,Azanium,[NH4]+,Ammonium compounds",NA,NA
93,Dihomo-gamma-linolenic acid,MAM01696,HMDB0002925,"c,l,r,e","acot13,,,,acot7,them4,,cel.2,","abca1a,abca1b",NA,"hcar1-3,hcar1-4,cntn1b,cntn1a,f3a","Dihomo-gamma-linolenic acid,(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid,dihomo-gamma-linolenic acid,(8Z,11Z,14Z)-Icosatrienoic acid,(Z,Z,Z)-8,11,14-Eicosatrienoic acid,(Z,Z,Z)-8,11,14-Icosatrienoate,(Z,Z,Z)-8,11,14-Icosatrienoic acid,20:3, N-6,9,12 all-cis,8,11,14-Eicosatrienoic acid,8C,11C,14C-Eicosatrienoic acid,8C,11C,14C-Eicosatriensaeure,8Z,11Z,14Z-Eicosatrienoic acid,all-cis-8,11,14-Eicosatrienoic acid,all-cis-8,11,14-Icosatrienoic acid,all-cis-Eicosa-8,11,14-trienoic acid,all-cis-Eicosa-8,11,14-triensaeure,C20:3, N-6,9,12 all-cis,cis,cis,cis-8,11,14-Eicosatrienoic acid,DGLA,Eicosa-8Z,11Z,14Z-trienoic acid,gamma-Homolinolenic acid,Homo-gamma-linolenic acid,Homo-gamma-linolensaeure,(Z,Z,Z)-8,11,14-Eicosatrienoate,8,11,14-Eicosatrienoate,8,11,14-Icosatrienoate,(8Z,11Z,14Z)-Icosa-8,11,14-trienoic acid,(8Z,11Z,14Z)-Icosatrienoate,8C,11C,14C-Eicosatrienoate,8Z,11Z,14Z-Eicosatrienoate,all-cis-8,11,14-Eicosatrienoate,all-cis-8,11,14-Icosatrienoate,all-cis-Eicosa-8,11,14-trienoate,cis,cis,cis-8,11,14-Eicosatrienoate,Eicosa-8Z,11Z,14Z-trienoate,g-Homolinolenate,g-Homolinolenic acid,gamma-Homolinolenate,Γ-homolinolenate,Γ-homolinolenic acid,Homo-g-linolenate,Homo-g-linolenic acid,Homo-gamma-linolenate,Homo-γ-linolenate,Homo-γ-linolenic acid,Homo-g-linolensaeure,Homo-γ-linolensaeure,8,11,14-Icosatrienoic acid,(8Z,11Z,14Z)-Icosa-8,11,14-trienoate,Dihomo-g-linolenate,Dihomo-g-linolenic acid,Dihomo-gamma-linolenate,Dihomo-γ-linolenate,Dihomo-γ-linolenic acid,Dihomogammalinolenic acid,Dihomo gamma linolenic acid,Homo-gamma linolenic acid,Homo gamma linolenic acid,Linolenic acid, homo-gamma,8,11,14 Eicosatrienoic acid,(Z,Z,Z)-Icosatri-8,11,14-enoate,(Z,Z,Z)-Icosatri-8,11,14-enoic acid,8,11,14-all-cis-Eicosatrienoate,8,11,14-all-cis-Eicosatrienoic acid,Bishomo-gamma-linolenate,Bishomo-gamma-linolenic acid,cis-8,11,14-Eicosatrienoate,cis-8,11,14-Eicosatrienoic acid,cis-8,cis-11,cis-14-Eicosatrienoate,cis-8,cis-11,cis-14-Eicosatrienoic acid,Eicosatrienoate,Eicosatrienoic acid,Acid, dihomo-gamma-linolenic,DHLA,Acid, dihomogammalinolenic,Acid, homo-gamma linolenic,Dihomolinolenate,Dihomolinolenic acid,FA(20:3(8Z,11Z,14Z)),Dihomo-linolenate,Dihomo-linolenic acid,FA(20:3n6),dihomo-gamma-Linolenic acid","elovl5,elovl2,elovl6,elovl4a,fads2",NA
145,Linoleic acid,MAM02387,HMDB0000673,"c,l,r,e,m,x","acot13,,,,acot7,them4,,cel.2,","abca1a,abca1b",NA,"cntn1b,cntn1a,f3a,si:dkey-211g8.9,pparaa,pparab,gpc1a,gpc1b,abcb4,ncor1,gpc2,vcam1b,tnfrsf21,sdc2,cd36,BX682234.1,si:ch211-193e13.5,si:dkey-26c10.5,si:ch211-170d8.8,selp,CABZ01080702.1,gpc4,sdc4,abca1a,abca1b,gpc6a,gpc6b,gpc5a,agrn,gpc3,rxrab,rxraa,ahr1a,ppardb,pparda","Linoleic acid,(9Z,12Z)-octadeca-9,12-dienoic acid,linoleic,(9Z,12Z)-Octadecadienoic acid,(Z,Z)-9,12-Octadecadienoic acid,9-cis,12-cis-Octadecadienoic acid,9Z,12Z-Octadecadienoic acid,Acide cis-linoleique,Acide linoleique,Acido linoleico,all-cis-9,12-Octadecadienoic acid,C18:2 9C, 12C Omega6 todos cis-9,12-octadienoico,C18:2, N-6,9 all-cis,cis,cis-9,12-Octadecadienoic acid,cis,cis-Linoleic acid,cis-Delta(9,12)-Octadecadienoic acid,LA,Linolic acid,9-cis,12-cis-Octadecadienoate,(9Z,12Z)-Octadecadienoate,(Z,Z)-9,12-Octadecadienoate,9Z,12Z-Octadecadienoate,all-cis-9,12-Octadecadienoate,cis,cis-9,12-Octadecadienoate,cis,cis-Linoleate,cis-delta(9,12)-Octadecadienoate,cis-Δ(9,12)-octadecadienoate,cis-Δ(9,12)-octadecadienoic acid,Linolate,Linoleate,(9Z,12Z)-9,12-Octadecadienoate,(9Z,12Z)-9,12-Octadecadienoic acid,9-cis,12-cis-Linoleate,9-cis,12-cis-Linoleic acid,9Z,12Z-Linoleate,9Z,12Z-Linoleic acid,cis-9,cis-12-Octadecadienoate,cis-9,cis-12-Octadecadienoic acid,cis-D9,12-Octadecadienoate,cis-D9,12-Octadecadienoic acid,Emersol 315,Extra linoleic 90,Polylin 515,Unifac 6550,Acid, 9,12-octadecadienoic,Linoelaidic acid,Linoleic acid, (e,e)-isomer,Linoleic acid, (Z,Z)-isomer,Linoleic acid, (Z,Z)-isomer, 14C-labeled,Linoleic acid, ammonium salt, (Z,Z)-isomer,Linoleic acid, potassium salt, (Z,Z)-isomer,9 trans,12 trans Octadecadienoic acid,9-trans,12-trans-Octadecadienoic acid,Linoleic acid, sodium salt, (e,e)-isomer,Linoleic acid, sodium salt, (Z,Z)-isomer,trans,trans-9,12-Octadecadienoic acid,9,12-Octadecadienoic acid,Linoelaidic acid, (e,Z)-isomer,Linoleic acid, calcium salt, (Z,Z)-isomer,Linolelaidic acid,9,12 Octadecadienoic acid,Linoleic acid, (Z,e)-isomer,FA(18:2(9Z,12Z))",NA,NA
98,Elaidic acid,MAM01778,HMDB0000573,"c,l,r,e,g","acot13,,,,acot7,them4,,cel.2,,acer3","abca1a,abca1b",NA,"abcg2b,p2ry10,bdkrb1,mlnr,gnrhr4,gnrhr1,gnrhr2,CABZ01080434.1,kiss1rb,ghsra,ghsrb,lrp1aa,lrp1ab,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,si:dkey-211g8.9,F2RL3,mchr1a,mchr1b,chrm3b,chrm3a,anxa1a,anxa1b,anxa1c,anxa1d,nmbr,htr2b,pparaa,pparab,gpc1a,gpc1b,gpr65,gpr17,agtr1b,agtr1a,htr2cl1,htr2cl2,npffr1,MCHR2,MCHR2,grm1b,grm1a,appa,appb,gpc2,ptger1a,ptger1b,vcam1b,CCKAR,f2rl2,F2RL2,f2rl1.2,f2rl1.1,avpr1ab,avpr1aa,ptafr,tacr3a,tacr3l,tacr1a,tacr1b,p2ry1,nmur1b,nmur1a,grm5b,grm5a,chrm1a,adra1ba,adra1bb,sdc2,ltb4r,npffr2b,NPFFR2,gprc6a,trhrb,trhra,p2ry2.3,p2ry2.1,p2ry2.2,xcr1a.1,xcr1b.1,ednraa,ednrab,gpr4,F2R,f2r,F2R,F2R,F2R,F2R,F2R,oxtr,oxtrl,lpar5b,lpar5a,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,CCKBR,si:dkey-1h24.2,cav1,CU571081.1,lpar6b,lpar6a,CABZ01080702.1,lpar1,si:dkey-78k11.9,ntsr1,lpar3,ptgfr,gpc4,hcrtr2,sdc4,cysltr1,tacr2,gpc6a,gpc6b,gpc5a,ednrbb,ednrba,htr2ab,htr2aa,agrn,adra1aa,adra1d,grpr,chrm5b,chrm5a,gpc3,qrfpra,QRFPR,gipr,lpar2b,lpar2a,tbxa2r,cd44a,cd44b,rxrab,rxraa,casr,ltb4r2b,ltb4r2a,GPR68","Elaidic acid,(9E)-octadec-9-enoic acid,elaidic acid,(9E)-Octadecenoic acid,(e)-Oleic acid,9-OCTADECENOIC ACID,9-trans-Octadecenoic acid,Acide elaidique,D9-trans-Octadecenoic acid,Elaidinsaure,Elaidinsaeure,trans-9-Octadecenoic acid,trans-D9-Octadecenoic acid,trans-Delta(9)-Octadecenoic acid,trans-Elaidic acid,trans-Oleic acid,(9E)-Octadecenoate,(e)-Oleate,9-OCTADECENOate,9-trans-Octadecenoate,D9-trans-Octadecenoate,trans-9-Octadecenoate,trans-D9-Octadecenoate,trans-delta(9)-Octadecenoate,trans-Δ(9)-octadecenoate,trans-Δ(9)-octadecenoic acid,trans-Elaidate,trans-Oleate,Elaidate,FA(18:1(9E)),9-Elaidate,18:1 N-9,C18:1 N-9,Octadec-9-enoic acid,Octadec-9-enoate,9,10-Octadecenoate,9,10-Octadecenoic acid,Acid, 9-octadecenoic,9 Octadecenoic acid,(9E)-9-Octadecenoic acid,(e)-9-Octadecenoic acid,9-trans-Oleic acid,Elaidinic acid,delta9-trans-Octadecenoic acid,trans-delta9-Octadecenoic acid,trans-Δ9-octadecenoic acid,Δ9-trans-octadecenoic acid","scd,scdb",NA
169,"Oleic acid,Octadec-9-enoic Acid",MAM02646,"HMDB0000207,HMDB0062703","c,l,r,e","acot13,,,,acot7,them4,,cel.2,,acer3","abca1a,abca1b",NA,NA,NA,"scd,scdb",NA
203,Stearic acid,MAM02938,HMDB0000827,"c,l,r,e,m,x","acot13,,,,acot7,them4,,cel.2,,olah,aldh3a2a,aldh3a2b","abca1a,abca1b",NA,"esr1,roraa,pparaa,pparab,gpc1a,gpc1b,gpc2,sdc2,ppardb,pparda,adora2aa,CABZ01080702.1,gpc4,sdc4,rorb,gpc6a,gpc6b,gpc5a,agrn,gpc3,ar","Stearic acid,octadecanoic acid,stearic acid,18:0,Acide octadecanoique,Acide stearique,C18:0,CH3-[CH2]16-COOH,N-Octadecanoic acid,Octadecansaeure,Octadecoic acid,Oktadekansaeure,Stearinsaeure,Stearate,N-Octadecanoate,Octadecoate,Octadecanoic acid,Octadecanoate,1-Heptadecanecarboxylate,1-Heptadecanecarboxylic acid,Stearex beads,Stearic acid cherry,Stearophanate,Stearophanic acid,Calcium stearate,Aluminum tristearate,Ammonium stearate,Zinc stearate,Magnesium stearate,Sodium stearate,Aluminum monostearate,FA(18:0)",tecrb,NA
78,Cholic acid,MAM01445,HMDB0000619,"c,x,r,e",acot8,"abcb11b,abcc3",NA,"VDR,vdra,vdrb,nr1h4,mc3r,ptger2b,ptger2a,nr0b2b,nr0b2a,hnf4a,thbs1b,thbs1a,scarb1,si:dkey-30c15.12,vipr2,pparaa,pparab,abcb11b,abcb4,pth2rb,pth2ra,taar1b,egfra,LO018309.1,hdr,tnfrsfa,cd40,nradd,tnfrsf1b,tnfrsf11a,htr6,ptgir,lhcgr,tshr,rxfp2b,rxfp2a,ptger4a,ptger4b,rxfp1,adora2b,adrb2a,adrb2b,DRD5,mc5rb,mc5ra,ghrhrl,pth1r,vipr1b,mc2r,nr1i2,adora2aa,htr7a,HTR7,avpr2aa,avpr2ab,cav1,CRHR2,adrb3b,adrb3a,calcr,si:dkey-78k11.9,htr4,adrb1,hrh2a,crhr1,gipr,fshr,esrrga,esrrgb,mc1r","Cholic acid,(4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R,16S)-5,9,16-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid,(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxycholan-24-Oic acid,3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate,3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid,Cholsaeure,Cholate,(3a,5b,7a,12a)-3,7,12-Trihydroxycholan-24-Oate,(3a,5b,7a,12a)-3,7,12-Trihydroxycholan-24-Oic acid,(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxycholan-24-Oate,(3Α,5β,7α,12α)-3,7,12-trihydroxycholan-24-Oate,(3Α,5β,7α,12α)-3,7,12-trihydroxycholan-24-Oic acid,3a,7a,12a-Trihydroxy-5b-cholanate,3a,7a,12a-Trihydroxy-5b-cholanic acid,3Α,7α,12α-trihydroxy-5β-cholanate,3Α,7α,12α-trihydroxy-5β-cholanic acid,Allocholate,17b-[1-Methyl-3-carboxypropyl]etiocholane-3a,7a,12a-triol,3a,7a,12a-Trihydroxy-5b-cholan-24-Oate,3a,7a,12a-Trihydroxy-5b-cholan-24-Oic acid,3a,7a,12a-Trihydroxy-5b-cholanoate,3a,7a,12a-Trihydroxy-5b-cholanoic acid,3a,7a,12a-Trihydroxy-b-cholanate,3a,7a,12a-Trihydroxy-b-cholanic acid,3a,7a,12a-Trihydroxy-beta-cholanate,3a,7a,12a-Trihydroxy-beta-cholanic acid,3a,7a,12a-Trihydroxycholanate,3a,7a,12a-Trihydroxycholanic acid,5b-Cholanic acid-3a,7a,12a-triol,5b-Cholate,5b-Cholic acid,Cholalate,Cholalic acid,Cholalin,Colalin,Acid, cholic",NA,NA
128,Caproic acid,MAM02120,HMDB0000535,"c,e,x,m",acsm3,NA,NA,"p2ry10,bdkrb1,mlnr,gnrhr4,gnrhr1,gnrhr2,CABZ01080434.1,kiss1rb,ghsra,ghsrb,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,si:dkey-211g8.9,F2RL3,mchr1a,mchr1b,chrm3b,chrm3a,anxa1a,anxa1b,anxa1c,anxa1d,nmbr,htr2b,gpr65,gpr17,agtr1b,agtr1a,htr2cl1,htr2cl2,npffr1,MCHR2,MCHR2,grm1b,grm1a,appa,appb,ptger1a,ptger1b,CCKAR,f2rl2,F2RL2,f2rl1.2,f2rl1.1,avpr1ab,avpr1aa,ptafr,tacr3a,tacr3l,tacr1a,tacr1b,p2ry1,nmur1b,nmur1a,grm5b,grm5a,chrm1a,adra1ba,adra1bb,ltb4r,npffr2b,NPFFR2,gprc6a,trhrb,trhra,p2ry2.3,p2ry2.1,p2ry2.2,xcr1a.1,xcr1b.1,ednraa,ednrab,gpr4,F2R,f2r,F2R,F2R,F2R,F2R,F2R,oxtr,oxtrl,lpar5b,lpar5a,si:ch73-90p23.1,CU855821.1,si:dkey-211g8.7,si:dkey-211g8.6,CCKBR,si:dkey-1h24.2,CU571081.1,lpar6b,lpar6a,lpar1,si:dkey-78k11.9,ntsr1,lpar3,ptgfr,hcrtr2,cysltr1,tacr2,ednrbb,ednrba,htr2ab,htr2aa,adra1aa,adra1d,grpr,chrm5b,chrm5a,qrfpra,QRFPR,gipr,lpar2b,lpar2a,tbxa2r,casr,ltb4r2b,ltb4r2a,GPR68","Caproic acid,1-Hexanoic acid,1-Pentanecarboxylic acid,6:0,Butylacetic acid,C6:0,Capronic acid,CH3-[CH2]4-COOH,Hexanoate,Hexoic acid,Hexylic acid,N-Caproic acid,N-Hexanoic acid,N-Hexoic acid,N-Hexylic acid,Pentanecarboxylic acid,Pentiformic acid,Pentylformic acid,1-Hexanoate,1-Pentanecarboxylate,Butylacetate,Capronate,Hexanoic acid,Hexoate,Hexylate,N-Caproate,N-Hexanoate,N-Hexoate,N-Hexylate,Pentanecarboxylate,Pentiformate,Pentylformate,Caproate,Hexanoic acid, calcium salt,Hexanoic acid, sodium salt, 1-(11)C-labeled,Hexanoic acid, nickel (2+) salt,Hexanoic acid, sodium salt,Bismuth(III)hexanoate,Hexanoic acid, copper (2+) salt,Hexanoic acid, manganese (2+) salt,Bi(ohex)3,Hexanoic acid, barium salt,Hexanoic acid, potassium salt,Hexanoic acid, rhodium (2+) salt,FA(6:0),Calcium N-hexanoate,Hexanoic acid, sodium salt (1:1),Sodium capronate,Calcium hexanoate,Caproic acid sodium salt,Sodium caproate,Sodium hexanoate",NA,NA
50,Acetaldehyde,MAM01249,HMDB0000990,"c,m,x,r,e","adh5,adh5l,adh8a,adh8b,adhfe1,zgc:77938,akr1a1b,cat,cyp2y3,cyp17a1,etnppl",NA,NA,"esr1,traf2a,unm_sa808,lrp6,trpa1b,trpa1a,tmprss12,hpn,pparaa,pparab,notch1b,notch1a,itga1,esr2a,esr2b,ddr2b,ddr2a","Acetaldehyde,acetaldehyde,Acetaldehyd,Acetaldehydes,Acetic aldehyde,Azetaldehyd,Ethanal,Ethyl aldehyde,Aldehyde",NA,NA
232,D-2-Hydroxyglutaric acid,MAM20012,HMDB0000606,m,adhfe1,NA,NA,"egfra,LO018309.1","D-2-Hydroxyglutaric acid,(2R)-2-hydroxypentanedioic acid,D-2-hydroxyglutaric acid,(R)-2-Hydroxyglutarate,(R)-Hydroxyglutarate,(R)-2-Hydroxyglutaric acid,(R)-Hydroxyglutaric acid,D-2-Hydroxyglutarate,(R)-2-Hydroxy-pentanedioate,(R)-2-Hydroxy-pentanedioic acid,(R)-a-Hydroxyglutarate,(R)-a-Hydroxyglutaric acid,(R)-alpha-Hydroxyglutarate,(R)-alpha-Hydroxyglutaric acid,2-Hydroxy-D-glutarate,2-Hydroxy-D-glutaric acid,2-Hydroxy-delta-glutarate,2-Hydroxy-delta-glutaric acid,D-a-Hydroxyglutarate,D-a-Hydroxyglutaric acid,delta-2-Hydroxyglutarate,delta-2-Hydroxyglutaric acid,delta-alpha-Hydroxyglutarate,delta-alpha-Hydroxyglutaric acid,2-Hydroxyglutarate,alpha-Hydroxyglutarate, (D)-isomer,alpha-Hydroxyglutarate, (DL)-isomer,2-Hydroxyglutaric acid,alpha-Hydroxyglutarate,alpha-Hydroxyglutarate, (L)-isomer,alpha-Hydroxyglutarate, disodium salt",NA,NA
61,"Adenosine monophosphate,3'-AMP",MAM01334,"HMDB0000045,HMDB0003540","c,g,l,m,n,x,r,e","adsl,tnrc6ba",NA,NA,NA,NA,NA,NA
28,L-Kynurenine,MAM02319,HMDB0000684,"c,m,e",afmid,NA,NA,"ahr1a,si:dkey-30c15.12","L-Kynurenine,(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid,L-kynurenine,(2S)-2-Amino-4-(2-aminophenyl)-4-oxobutanoic acid,3-Anthraniloyl-L-alanine,KYNURENINE,(2S)-2-Amino-4-(2-aminophenyl)-4-oxobutanoate,(AlphaS)-alpha,2-diamino-3-hydroxy-gamma-oxo-benzenebutanoate,(AlphaS)-alpha,2-diamino-3-hydroxy-gamma-oxo-benzenebutanoic acid,(S)-alpha,2-Diamino-3-hydroxy-gamma-oxo-benzenebutanoate,(S)-alpha,2-Diamino-3-hydroxy-gamma-oxo-benzenebutanoic acid,3-(3-Hydroxyanthraniloyl)-L-alanine,3-Anthraniloyl-alanine,3-Anthraniloylalanine,3-Hydroxy-L-kynurenine,alpha,2-Diamino-gamma-oxo-benzenebutanoate,alpha,2-Diamino-gamma-oxo-benzenebutanoic acid,DL-Kynurenine,DL-Kynureninefree base,Kynurenin,Quinurenine","tdo2a,tdo2b,ido1","slc7a5,abca1a,abca1b,slc7a6,slc3a1 and slc7a6 and slc7a9"
